,F1,H1,H10O4,H10O5,H10O6,H10O7,H11O5,H11O6,H11O7,H12O5,H12O6,H12O7,H13O6,H13O7,H13O8,H14O6,H14O7,H15O7,H15O8,H16O7,H16O8,H16O9,H17O11,H17O8,H18O9,H19O9,H1F1,H1N1,H1O1,H1O2,H2,H21O10,H2F1,H2N1,H2O1,H2O2,H3N1,H3O1,H3O1F1,H3O2,H3O3,H4N1,H4O1,H4O2,H4O3,H4O4,H5O1N1,H5O2,H5O3,H5O4,H6O1N1,H6O3,H6O4,H6O5,H7O2N1,H7O3,H7O4,H7O5,H7O6,H8O4,H8O5,H8O6,H9O4,H9O5,H9O6,N1,O1,X1,grp_>C128,grp_C1-3,grp_C16-31,grp_C32-63,grp_C4-7,grp_C64-127,grp_C8-15
30,4,122,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,0,64,0,0,0,564,3,2,11,0,0,0,0,0,35,0,0,0,11,2,0,0,8,0,0,0,38,0,0,0,10,0,0,62,0,0,0,137,2070,5,38,18,13,9,6,20
30,3,116,0,1,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,62,0,1,0,571,3,2,12,0,0,0,0,0,35,1,0,0,11,1,0,0,7,0,0,0,35,0,0,0,6,0,0,68,0,0,0,135,2070,4,36,19,13,8,7,13
30,1,112,0,1,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,67,0,0,0,568,3,2,14,0,1,0,0,0,35,0,0,0,13,1,0,0,13,0,0,0,30,0,0,0,5,0,0,66,0,0,0,136,2070,4,38,18,14,12,5,19
30,4,132,0,2,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,64,0,0,0,566,3,2,11,0,1,0,0,0,30,0,0,0,14,1,0,0,11,0,0,0,30,1,0,0,7,0,0,64,0,0,0,138,2070,3,35,15,14,10,8,18
30,0,141,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,65,0,1,0,578,3,2,14,0,1,0,0,0,32,0,0,0,11,0,0,0,16,0,0,0,29,1,0,0,5,0,0,66,0,0,0,138,2070,4,44,19,15,11,5,16
30,2,128,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,64,0,2,0,580,3,2,16,0,1,0,0,0,30,0,0,0,14,1,0,0,13,1,0,0,32,0,0,0,9,0,0,58,0,0,0,135,2070,4,37,16,15,8,5,18
30,1,122,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,68,0,1,0,573,3,2,14,0,2,0,0,0,29,0,0,0,15,1,0,0,12,0,0,0,38,1,0,0,3,0,0,66,0,0,0,135,2070,4,39,18,14,15,5,16
30,1,136,0,2,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,68,0,0,0,577,3,1,10,0,2,0,0,0,27,0,0,0,15,2,0,0,10,0,0,0,33,1,0,0,6,0,0,67,0,0,0,138,2070,4,44,15,14,12,7,17
30,1,141,0,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,69,0,1,0,573,2,2,8,0,2,0,0,0,30,0,0,0,12,0,0,0,11,0,0,0,31,2,0,0,10,0,0,63,0,0,0,138,2070,3,40,17,14,13,6,15
30,2,150,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,64,0,0,0,579,2,2,12,0,2,0,0,0,30,0,0,0,11,1,0,0,12,2,0,0,35,2,0,0,4,0,0,66,1,0,0,138,2070,4,44,18,16,14,4,17
30,1,129,0,2,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,67,0,1,0,557,2,2,10,0,1,0,0,0,37,1,0,0,12,1,0,0,9,0,0,0,38,2,0,0,7,0,0,59,0,0,0,139,2070,3,41,14,16,13,5,21
30,3,142,0,1,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,21,0,67,0,0,0,563,3,1,12,0,3,0,1,0,34,0,0,0,16,3,0,0,10,0,0,0,32,1,0,0,5,0,0,56,0,0,0,139,2070,3,41,17,16,12,5,12
30,1,135,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,66,0,1,0,570,2,1,15,0,3,0,1,0,35,1,0,0,13,1,0,0,7,0,0,0,38,1,0,0,10,0,0,60,0,0,0,139,2070,3,38,19,18,12,3,14
30,3,143,0,0,0,0,8,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,13,0,64,0,0,0,571,2,1,10,0,2,0,1,0,35,1,0,0,12,2,0,0,6,0,0,0,38,2,0,0,9,1,0,57,0,0,0,137,2070,4,38,13,13,10,9,17
30,4,136,0,1,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,68,0,1,0,582,4,1,10,0,1,0,1,0,31,1,0,0,13,1,0,0,10,0,0,0,36,1,0,0,4,0,0,62,1,0,0,136,2070,3,39,14,15,12,6,18
30,2,143,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,66,0,1,0,576,3,1,7,0,2,0,1,0,29,1,0,0,14,0,0,0,8,1,0,0,39,3,0,0,6,0,0,66,0,0,0,138,2070,3,38,18,13,17,6,13
30,3,136,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,18,1,68,0,0,0,581,2,1,5,0,1,0,1,0,32,0,0,0,14,1,0,0,6,0,0,0,37,1,0,0,8,0,0,58,0,0,0,138,2070,5,44,15,10,11,6,20
30,0,137,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,64,0,0,0,593,3,1,12,0,1,0,1,0,33,0,0,0,16,0,0,0,9,0,0,0,30,2,0,0,11,0,0,62,1,0,0,136,2070,4,37,16,13,10,8,14
30,1,124,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,66,0,1,0,587,3,2,10,0,1,0,1,0,34,0,0,0,14,1,0,0,12,0,0,0,32,2,0,0,8,0,0,62,0,0,0,135,2070,3,37,16,15,18,5,13
30,1,136,0,1,0,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,67,0,1,0,579,1,2,5,0,1,0,1,0,38,1,0,0,14,2,0,0,9,0,0,0,33,1,0,0,4,0,0,63,0,0,0,140,2070,4,41,17,17,12,6,17
30,4,154,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,67,0,1,0,579,1,2,11,0,1,0,1,0,38,1,0,0,12,2,0,0,13,1,0,0,36,0,0,0,6,0,0,63,1,0,0,140,2070,4,48,16,17,12,5,17
30,0,151,0,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,67,0,1,0,578,3,2,12,0,1,0,1,0,35,0,0,0,12,2,0,0,13,0,0,0,35,3,0,0,7,0,0,55,0,0,0,138,2070,3,41,17,12,12,7,23
30,2,133,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,67,0,1,0,595,2,2,11,0,5,0,1,0,30,1,0,0,11,1,0,0,9,1,0,0,40,0,0,0,9,0,0,60,0,0,0,140,2070,4,40,17,17,11,5,16
30,2,128,0,1,0,0,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,12,0,67,0,0,0,567,3,2,10,0,1,0,1,0,36,1,0,0,12,0,0,0,9,0,0,0,38,0,0,0,12,0,0,56,0,0,0,140,2070,3,39,18,14,13,5,11
30,1,149,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,67,0,0,0,568,0,2,8,0,1,0,1,0,38,1,0,0,12,1,0,0,8,1,0,0,37,1,0,0,7,0,0,63,0,0,0,140,2070,4,43,15,11,13,6,17
30,1,157,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,0,67,0,1,0,576,1,1,8,0,3,0,1,0,34,0,0,0,10,1,1,0,6,1,0,0,37,1,0,0,6,0,0,67,1,0,0,138,2070,3,39,14,11,17,5,18
30,2,130,0,1,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,69,0,1,0,588,1,2,12,0,3,0,1,0,34,1,0,0,10,1,0,0,4,0,0,0,43,3,0,0,11,0,0,53,0,0,0,136,2070,4,43,16,14,12,4,16
30,1,128,0,0,0,0,8,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,20,0,66,0,0,1,579,1,1,8,0,1,0,1,0,33,1,0,0,12,1,0,0,6,0,0,0,38,1,0,0,6,0,0,59,1,0,0,135,2070,3,40,19,16,13,4,16
30,1,118,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,16,0,67,0,2,0,584,3,2,6,0,3,0,1,0,29,0,0,0,15,0,0,0,9,1,0,0,32,1,0,0,5,0,0,68,0,0,0,135,2070,3,38,18,12,13,5,18
30,3,114,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,67,0,1,0,584,2,2,7,0,3,0,1,0,28,0,0,0,13,1,0,0,7,0,0,0,40,1,0,0,8,0,0,67,0,0,0,136,2070,4,47,15,12,14,5,18
30,1,132,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,19,0,66,0,0,0,580,1,2,13,0,1,1,1,0,31,0,0,0,11,2,0,0,8,0,0,0,36,2,0,0,9,0,0,60,0,0,0,142,2070,3,39,13,14,14,4,12
30,1,103,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,68,0,0,0,608,1,2,10,0,6,0,1,0,24,1,0,0,12,2,0,0,9,0,0,0,35,1,0,0,3,0,0,68,0,0,0,135,2070,4,43,15,12,12,6,15
30,2,143,0,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,19,0,65,0,0,0,587,2,2,5,0,1,0,1,0,30,0,0,0,11,1,0,0,14,0,0,0,38,0,0,0,6,0,0,58,0,0,0,136,2070,3,37,22,11,16,5,12
30,1,124,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,70,0,1,0,584,2,2,10,0,1,0,1,0,26,0,0,0,12,2,0,0,11,0,0,0,33,0,0,0,3,0,0,65,0,0,0,136,2070,5,40,14,12,12,5,12
30,3,129,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,68,0,0,0,586,2,2,11,0,3,0,1,0,33,0,0,0,9,1,0,0,10,0,0,0,38,3,0,0,8,0,0,65,0,0,0,136,2070,3,47,16,13,11,4,13
30,3,118,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,20,0,68,0,1,0,573,0,2,10,0,1,0,1,0,33,2,0,0,8,1,0,0,13,0,0,0,36,1,0,0,7,0,0,58,0,0,0,136,2070,4,42,14,13,14,6,14
30,3,147,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,67,0,1,0,582,1,2,9,0,3,0,1,0,28,0,0,0,11,1,1,0,14,0,0,0,39,2,0,0,11,1,0,54,0,0,0,135,2070,5,37,16,12,13,5,15
30,2,135,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,67,0,1,0,563,2,2,7,0,2,0,1,0,34,1,0,0,13,0,0,0,10,0,0,0,38,1,0,0,9,0,0,64,0,0,0,137,2070,3,49,13,13,10,4,16
30,1,133,0,3,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,70,0,0,0,584,2,2,12,0,2,0,1,0,28,0,0,0,8,1,0,0,15,0,0,0,43,1,0,0,5,0,0,59,0,0,0,137,2070,3,44,16,12,13,5,13
30,2,127,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,68,0,0,0,598,1,2,12,0,2,0,1,0,24,1,0,0,10,1,0,0,16,0,0,0,35,1,0,0,8,0,0,63,0,0,0,137,2070,3,40,14,12,9,6,17
30,3,132,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,69,0,1,0,583,1,2,13,0,2,0,1,0,29,0,0,0,8,1,0,0,15,1,0,0,36,1,0,0,11,0,0,63,0,0,0,140,2070,3,36,18,10,15,7,15
30,1,130,0,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,67,0,1,0,588,2,2,14,0,1,0,1,0,28,0,0,0,8,1,0,0,10,0,0,0,37,2,0,0,7,0,0,63,0,0,0,137,2070,4,44,16,11,11,5,17
30,1,140,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,66,0,1,0,590,1,2,15,0,2,0,1,0,26,1,0,0,6,1,0,0,19,0,0,0,35,0,0,0,9,0,0,62,0,0,0,135,2070,3,43,18,12,13,5,15
30,2,141,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,66,0,1,0,599,1,2,11,0,3,0,1,0,21,0,0,0,9,2,0,0,12,1,0,0,36,2,0,0,8,0,0,63,0,0,0,139,2070,3,39,12,16,11,5,16
30,1,129,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,19,0,67,0,0,0,589,1,2,16,0,3,0,1,0,25,1,0,0,9,2,0,0,9,1,0,0,32,1,0,0,10,0,0,60,0,0,0,136,2070,3,40,15,11,14,5,15
30,1,135,0,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,66,0,2,0,583,1,2,17,0,2,1,1,0,24,0,0,0,11,1,0,0,12,0,0,0,31,1,0,0,5,0,0,71,0,0,0,142,2070,3,35,15,14,15,4,19
30,1,156,0,1,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,66,0,2,0,587,3,2,15,0,3,0,1,0,24,1,0,0,9,2,0,0,13,0,0,0,32,2,0,0,10,0,0,58,0,0,0,138,2070,4,38,16,13,11,5,12
30,4,144,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,1,66,0,0,0,602,0,2,17,0,6,0,1,0,23,1,0,0,12,3,0,0,12,0,0,0,31,0,0,0,11,0,0,61,0,0,0,138,2070,4,37,16,13,15,4,17
30,2,139,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,68,0,0,0,579,2,2,11,0,3,0,1,0,25,0,0,0,10,2,0,0,12,0,0,0,33,1,0,0,10,0,0,64,0,0,0,137,2070,4,35,15,15,14,5,19
30,2,151,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,65,0,1,0,587,1,2,17,0,3,0,1,0,33,0,0,0,8,3,0,0,13,0,0,0,39,0,0,0,11,0,0,60,0,0,0,137,2070,4,43,16,11,13,7,14
30,2,118,0,1,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,69,0,1,0,594,1,2,12,0,4,0,1,0,26,1,0,0,7,2,0,0,12,0,0,0,35,1,0,0,6,0,0,61,0,0,0,136,2070,4,40,14,18,8,4,12
30,3,118,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,67,0,1,0,612,2,2,12,0,3,0,1,0,26,0,0,0,11,1,0,0,7,0,0,0,39,2,0,0,6,0,0,61,0,0,0,137,2070,4,35,14,13,15,6,13
30,2,128,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,69,0,1,0,601,2,2,14,0,1,0,1,0,27,1,0,0,8,1,0,0,10,1,0,0,37,3,0,0,7,0,0,62,0,0,0,138,2070,4,41,17,14,10,6,15
30,3,124,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,70,0,0,0,587,1,1,10,0,7,0,1,0,24,1,0,1,11,1,0,0,6,0,0,0,39,1,0,0,9,0,0,62,0,0,0,136,2070,6,39,14,14,7,6,14
30,3,129,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,68,0,0,0,599,2,2,10,0,3,0,1,0,25,0,0,0,9,1,1,0,10,0,0,0,39,2,0,0,6,0,0,65,0,0,0,136,2070,3,40,17,12,23,4,11
30,3,142,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,66,0,0,0,594,2,2,9,0,2,0,1,0,27,0,0,0,9,0,0,0,6,0,0,0,37,1,0,0,8,0,0,66,1,0,0,139,2070,4,40,17,13,13,7,14
30,2,126,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,67,0,1,0,597,1,2,12,0,4,1,1,0,24,0,0,0,10,1,0,0,11,1,0,0,33,1,0,0,6,0,0,66,0,0,0,136,2070,5,36,15,13,19,6,16
30,4,110,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,1,68,0,1,0,589,3,2,11,0,1,0,1,0,31,0,0,0,7,2,0,0,10,0,0,0,32,2,0,0,7,0,0,68,1,0,0,137,2070,3,37,14,13,16,7,17
30,2,139,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,67,0,1,0,585,2,2,10,0,5,0,1,0,28,1,0,0,8,1,0,0,8,1,0,0,34,1,0,0,2,0,0,70,0,0,0,137,2070,3,40,20,15,12,3,19
30,0,132,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,69,0,2,0,576,1,2,16,0,3,0,1,0,35,1,0,0,8,0,0,0,14,1,0,0,32,2,0,0,10,0,0,60,0,0,0,135,2070,3,41,15,16,16,6,15
30,1,129,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,69,0,2,0,602,2,2,9,0,4,0,1,0,27,2,0,0,9,1,0,0,7,0,0,0,37,2,0,0,10,0,0,58,0,0,0,136,2070,3,40,18,13,14,5,15
30,3,130,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,69,0,0,0,590,1,2,11,0,2,0,1,0,25,1,0,0,9,1,0,0,12,0,0,0,34,3,0,0,8,0,0,62,0,0,0,137,2070,4,40,14,12,15,5,16
30,3,119,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10,0,67,0,1,0,593,1,2,8,0,2,0,1,0,27,1,0,0,10,1,0,0,11,0,0,0,27,1,0,0,7,0,0,74,0,0,0,138,2070,4,38,14,13,14,5,12
30,3,128,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,65,0,1,0,594,1,2,12,0,1,0,1,0,31,1,0,0,10,0,0,0,11,0,0,0,34,0,0,0,11,0,0,62,0,0,0,135,2070,3,43,18,13,15,6,14
30,2,136,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,69,0,0,0,592,2,2,7,0,3,0,1,0,24,1,0,0,8,3,0,0,10,0,0,0,33,0,0,0,12,0,0,64,0,0,0,136,2070,3,36,16,13,9,6,16
30,2,155,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,67,0,1,0,586,1,2,11,0,5,0,1,0,27,2,0,0,8,1,1,0,8,0,0,0,37,2,0,0,10,0,0,64,0,0,0,139,2070,4,42,17,11,7,4,21
30,2,141,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,65,0,1,0,577,1,2,7,0,2,0,1,0,33,2,0,0,9,1,0,0,5,0,0,0,32,3,0,0,6,0,0,70,0,0,0,137,2070,5,43,15,15,10,5,21
30,2,130,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,68,0,0,0,576,1,2,13,0,2,0,1,0,30,0,0,0,7,0,0,0,18,1,0,0,35,3,0,0,6,0,0,64,0,0,0,137,2070,5,40,15,12,11,8,12
30,0,151,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,69,0,2,0,573,3,2,13,0,2,0,1,0,30,0,0,0,5,1,0,0,12,0,0,0,34,2,0,0,12,0,0,60,1,0,0,137,2070,3,37,16,11,6,6,16
30,0,163,0,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,68,0,0,0,575,2,2,16,0,6,0,1,0,20,0,0,0,7,1,0,0,13,0,0,0,32,2,0,0,14,0,0,57,0,0,0,140,2070,3,38,18,14,10,7,13
30,2,141,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,67,0,1,0,582,1,2,16,0,4,0,1,0,27,1,0,0,6,0,0,0,9,1,0,0,33,2,0,0,11,0,0,62,0,0,0,137,2070,4,45,15,12,9,7,14
30,1,144,0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,66,0,1,0,585,2,2,7,0,3,0,1,0,27,0,0,0,6,0,0,0,9,1,0,0,36,1,0,0,9,0,0,61,0,0,0,137,2070,5,39,14,13,8,5,16
30,1,158,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,67,0,0,0,589,2,2,11,0,1,0,1,0,25,0,0,0,8,1,0,0,10,0,0,0,37,3,0,0,16,0,0,57,0,0,0,139,2070,4,43,17,16,12,5,11
30,3,149,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,0,67,0,1,0,593,2,2,14,0,5,0,1,0,19,1,0,0,9,1,0,0,14,0,0,0,33,2,0,0,12,0,0,60,0,0,0,136,2070,3,43,15,11,9,5,16
30,4,134,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,69,0,0,0,594,0,2,9,0,4,0,1,0,27,1,0,0,7,1,0,0,9,1,0,0,38,4,0,0,6,0,0,58,0,0,0,135,2070,3,43,19,13,10,6,13
30,0,127,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,67,0,2,0,593,1,2,15,0,3,0,1,0,30,1,0,0,9,5,0,0,11,0,0,0,31,0,0,0,4,0,0,67,0,0,0,138,2070,3,39,19,10,9,6,18
30,3,143,0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,68,0,1,0,583,2,2,11,0,2,0,1,0,30,1,0,0,10,1,0,0,12,1,0,0,31,1,0,0,7,0,0,64,0,0,0,139,2070,5,41,18,12,13,5,11
30,0,134,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,69,0,2,0,580,1,2,8,0,5,0,1,0,29,1,0,0,6,1,0,0,10,0,0,0,34,1,0,0,12,0,0,69,0,0,0,138,2070,3,38,19,13,9,5,18
30,2,119,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,65,0,1,0,591,1,2,7,0,3,0,1,0,30,1,0,0,7,2,0,0,5,0,0,0,41,1,0,0,6,0,0,64,0,0,0,136,2070,3,43,16,12,10,6,14
30,1,139,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,66,0,2,0,595,2,2,7,0,1,0,1,0,27,0,0,0,7,1,0,0,5,0,0,0,36,1,0,0,7,0,0,70,0,0,0,141,2070,3,41,17,14,11,5,15
30,2,142,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,64,0,2,1,592,1,1,6,0,3,0,1,0,30,1,0,0,7,0,0,0,8,0,0,0,39,3,0,0,5,0,0,65,0,0,0,137,2070,3,42,20,12,8,6,12
30,1,129,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,66,0,0,0,579,2,2,6,0,4,0,1,0,31,0,0,0,6,1,0,0,12,0,0,0,33,2,0,0,8,0,0,67,0,0,0,135,2070,3,41,19,15,11,4,12
30,1,144,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,66,0,2,0,592,2,2,13,0,4,0,1,0,33,1,0,0,7,1,0,0,13,0,0,0,36,2,0,0,8,0,0,60,0,0,0,138,2070,3,43,17,12,12,6,19
30,1,128,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,68,0,2,1,594,1,2,6,0,4,0,1,0,27,1,0,0,6,0,0,0,9,2,0,0,34,1,0,0,5,0,0,69,1,0,0,138,2070,2,39,16,12,10,5,19
30,3,151,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,65,0,0,0,599,2,2,11,0,2,0,1,0,29,0,0,0,8,1,0,0,15,0,0,0,33,2,0,0,6,0,0,64,0,0,0,138,2070,3,43,12,13,10,6,15
30,2,146,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,69,0,1,0,583,3,1,8,0,2,0,1,0,28,0,0,0,9,1,0,0,9,0,0,0,37,1,0,0,12,0,0,63,0,0,0,137,2070,4,40,19,14,9,6,17
30,2,131,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,67,0,1,0,587,2,2,9,0,4,0,1,0,29,0,0,0,11,0,0,0,13,0,0,0,34,2,0,0,4,0,0,63,0,0,0,140,2070,4,37,17,11,12,5,14
30,2,135,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,68,0,0,1,585,1,1,15,0,5,0,1,0,27,0,0,0,11,0,0,0,13,1,0,0,36,0,0,0,4,1,0,62,1,0,0,137,2070,3,44,15,13,9,5,22
