C,C2,C2H,C2H2,C2H2O,C2H2O2,C2H2O3,C2H3,C2H3O,C2H3O2,C2H3O3,C2H4,C2H4O,C2H4O2,C2H4O3,C2H5,C2H5O,C2H5O2,C2H6O,C2H6O2,C2HO,C2HO2,C2HO3,C2O,C2O2,C2O3,C3H2,C3H2O,C3H2O2,C3H2O3,C3H3,C3H3O,C3H4,C3H4O,C3H4O3,C3H5,C3H6,C3HO,C3HO2,C3HO3,C3O2,CH,CH2,CH2O,CH2O2,CH3,CH3O,CH3O2,CH4,CH4O,CH4O2,CHO,CHO2,CHO3,CO,CO2,CO3,H,H2,H2O,H2O2,H2O3,HO,HO2,HO3,O,O2,O3,O4
0,0,1,14,7,2,0,5,2,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,11,3,0,0,1,0,12,0,0,48,20,0,7,11,147,0,0,73,21,0,3,145,2,0
0,0,1,14,7,2,0,5,2,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,11,3,0,0,1,0,18,0,0,44,20,0,4,11,147,0,0,74,21,0,3,146,1,0
0,0,1,14,8,2,0,5,1,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,11,1,0,0,1,0,17,0,0,45,20,0,8,11,147,1,0,71,22,0,2,146,1,0
0,0,0,16,7,2,0,4,2,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,11,3,0,0,1,0,13,0,0,48,20,0,6,11,147,0,0,73,23,0,2,145,1,0
0,0,2,14,7,2,0,4,2,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,10,3,0,0,1,0,19,0,0,45,20,0,8,11,147,1,0,74,21,0,3,145,1,0
0,0,1,14,6,2,0,5,2,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,11,3,0,0,1,0,15,0,0,47,20,0,3,11,146,0,0,78,21,0,2,145,1,0
0,0,1,14,6,2,0,5,2,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,0,11,3,0,0,1,0,18,0,0,45,20,0,3,11,146,0,0,78,21,0,2,145,1,0
0,0,1,14,7,1,0,5,2,0,0,2,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,11,3,0,0,1,0,12,0,0,50,20,0,8,11,146,0,0,80,20,0,3,145,1,0
0,0,1,14,7,2,0,5,2,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,10,3,0,0,1,0,14,1,0,46,20,0,4,11,146,0,0,78,21,0,3,144,1,0
0,0,1,14,7,2,0,5,1,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,11,2,0,0,1,0,14,1,0,47,20,0,5,11,146,0,0,77,22,0,2,144,1,0
0,0,1,15,7,2,0,4,2,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,11,3,0,0,1,0,15,1,0,47,20,0,6,11,147,0,0,76,22,0,2,144,1,0
0,0,1,14,7,2,0,5,2,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,13,3,0,0,0,0,17,1,0,46,20,0,3,11,147,0,0,77,24,0,2,142,1,0
0,0,2,13,7,2,0,5,2,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,0,11,3,0,0,1,0,16,0,0,47,21,0,10,10,145,0,0,78,25,0,2,141,1,0
0,0,2,13,7,1,0,5,2,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,11,2,0,0,1,0,17,1,0,46,20,0,6,11,146,0,0,78,25,0,2,141,1,0
0,0,1,14,6,1,1,5,2,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,10,3,0,0,1,0,16,1,0,49,20,0,7,11,146,0,0,78,24,0,1,141,1,0
0,0,1,15,5,2,1,4,2,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,11,3,0,0,1,0,14,1,0,50,20,0,10,11,146,0,0,78,25,0,1,140,1,0
0,0,1,14,5,2,0,5,2,0,0,2,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,11,3,0,0,1,0,16,1,0,48,21,0,6,11,147,0,0,78,23,0,2,141,1,0
0,0,1,14,6,1,0,5,2,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,11,3,0,0,1,0,15,1,0,49,21,0,4,11,147,0,0,77,24,0,1,141,1,0
0,0,1,14,7,1,0,5,1,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,11,3,0,0,1,0,15,1,0,51,21,0,7,11,147,0,0,78,25,0,2,139,1,0
0,0,1,14,6,1,0,5,2,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,11,3,0,0,1,0,14,1,0,51,21,0,4,11,147,0,0,77,27,0,1,138,1,0
0,0,1,14,6,1,0,5,2,0,0,2,0,0,0,1,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,11,3,0,0,1,0,14,0,0,51,22,0,5,11,147,1,0,77,26,0,1,138,1,0
0,0,2,13,6,0,0,5,2,0,0,3,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,11,3,0,0,1,0,13,1,0,53,21,0,9,11,148,0,0,77,26,0,1,138,1,0
0,0,0,14,6,0,0,5,2,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,11,3,0,0,1,0,16,1,0,51,21,0,3,11,148,0,0,77,27,0,2,136,1,0
0,0,0,14,6,0,0,5,2,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,0,11,3,0,0,1,0,14,0,0,55,22,0,10,11,148,1,0,77,26,0,2,136,1,0
0,0,0,15,6,0,0,4,2,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,11,3,0,0,1,0,13,0,0,55,22,0,9,11,149,0,0,78,25,0,2,137,1,0
0,0,0,14,6,0,0,5,1,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,11,3,0,0,1,0,16,0,0,53,22,0,8,12,149,0,0,78,25,0,2,137,1,0
0,0,0,14,7,0,0,5,1,0,0,2,0,0,0,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,11,3,0,0,1,0,17,0,0,52,22,0,5,12,149,0,0,78,25,0,2,137,1,0
0,0,0,13,7,1,0,5,1,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,11,3,0,0,1,0,16,0,0,52,23,0,6,12,148,1,0,81,23,0,3,135,1,0
0,0,0,14,7,0,0,5,1,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,11,3,0,0,1,0,18,0,0,50,23,0,3,12,149,0,0,80,25,0,3,135,1,0
0,0,0,14,7,1,0,5,1,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,10,3,0,0,1,0,14,0,0,54,23,0,9,12,150,0,0,79,25,0,3,134,1,0
1,0,0,14,7,1,0,4,1,0,0,2,1,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,11,3,0,0,1,0,17,0,0,52,23,0,9,12,150,0,0,78,25,0,3,134,1,0
0,0,0,14,6,0,0,6,1,0,0,1,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,10,3,0,0,1,0,17,0,0,51,23,0,7,11,152,0,0,76,25,0,3,135,1,0
0,0,0,14,8,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,11,3,0,0,1,0,16,0,0,53,23,0,8,11,152,0,0,76,26,0,3,134,1,0
0,0,0,14,7,0,0,6,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,11,2,0,0,1,0,16,0,0,53,23,0,7,11,153,0,0,75,26,0,3,134,1,0
0,0,0,14,7,0,0,6,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,11,2,0,0,1,0,14,0,0,55,23,0,9,11,153,0,0,77,24,0,5,134,1,0
0,0,0,14,6,0,0,6,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,11,2,0,0,1,0,14,0,0,54,23,0,9,11,154,0,0,74,25,0,3,135,1,0
0,0,0,16,6,0,0,4,1,0,0,1,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,11,0,0,0,1,0,16,0,0,52,23,0,10,10,155,0,0,73,26,0,3,134,1,0
0,0,0,14,6,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,11,1,0,0,1,0,14,0,0,54,23,0,9,10,154,0,0,75,27,0,1,132,2,0
0,0,0,14,6,0,0,5,1,0,0,2,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,11,1,0,0,1,0,15,1,0,52,23,0,7,10,153,0,0,75,27,0,1,132,2,0
0,0,0,14,6,0,0,6,1,0,0,1,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,11,1,0,0,1,0,13,1,0,55,23,0,11,10,154,0,0,74,27,0,1,132,2,0
0,0,0,14,6,0,0,6,1,0,0,1,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,11,1,0,0,1,0,15,1,0,53,23,0,9,10,154,0,0,75,26,0,2,132,2,0
0,0,0,14,6,0,0,6,1,0,0,1,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,11,2,0,0,1,0,14,0,0,54,24,0,8,10,155,0,0,73,28,0,1,131,2,0
0,0,1,13,7,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,11,2,0,0,1,0,13,1,0,54,23,0,8,10,155,0,0,75,28,0,3,129,2,0
0,0,0,16,6,0,0,4,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,11,3,0,0,0,0,10,1,0,57,23,0,11,9,157,0,0,73,28,0,2,129,2,0
0,0,0,15,6,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,11,2,0,0,1,0,12,1,0,55,23,0,7,9,157,0,0,72,29,0,2,130,1,0
0,0,0,15,6,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,10,2,0,0,1,0,9,1,0,58,23,0,9,9,157,2,0,73,26,0,2,129,2,0
0,0,0,15,6,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,11,2,0,0,1,0,11,0,0,56,24,0,7,9,157,1,0,75,26,0,2,129,2,0
0,0,0,15,6,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,11,3,0,0,0,0,10,0,0,57,24,0,8,9,156,0,0,76,30,0,2,126,2,0
0,0,0,15,6,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,11,2,0,0,1,0,12,0,0,56,24,0,6,9,157,0,0,75,30,0,3,127,1,0
0,0,0,16,6,0,0,4,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,11,2,0,0,1,0,13,0,0,55,24,0,5,9,158,0,0,74,30,0,2,126,2,0
0,0,0,17,6,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,11,3,0,0,0,0,10,0,0,58,24,0,10,9,158,0,0,74,30,0,2,126,2,0
0,0,0,16,6,0,0,4,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,11,3,0,0,0,0,12,0,0,56,24,0,7,9,158,0,0,74,30,0,2,126,2,0
0,0,0,16,6,0,0,4,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,0,11,3,0,0,0,0,13,0,0,55,24,0,7,9,158,0,0,73,31,0,1,126,2,0
0,0,0,17,6,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,10,2,0,0,0,0,14,0,0,55,24,0,7,9,159,0,0,72,33,0,1,124,2,0
0,0,0,17,6,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,10,2,0,0,0,0,11,0,0,58,24,0,10,9,159,0,0,74,31,0,3,123,2,0
0,0,0,17,6,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,0,10,2,0,0,0,0,14,0,0,57,24,0,10,10,158,0,0,74,33,0,2,124,1,0
0,0,0,17,6,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,9,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,9,1,0,0,0,0,11,0,0,59,24,0,11,10,159,0,0,74,33,0,1,122,2,0
0,0,0,18,6,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,9,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,9,1,0,0,0,0,12,0,0,58,24,0,10,10,159,0,0,73,34,0,1,121,2,0
0,0,0,17,6,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,9,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,9,1,0,0,0,0,14,0,0,56,24,0,7,10,160,0,0,73,32,0,2,122,2,0
0,0,0,17,6,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,8,1,0,0,0,0,16,0,0,56,24,0,10,10,159,0,0,78,30,0,3,122,2,0
0,0,0,17,6,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,9,1,0,0,0,0,15,0,0,58,24,0,7,10,159,0,0,78,32,0,1,121,2,0
0,0,0,17,6,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,9,1,0,0,0,0,14,0,0,59,24,0,10,9,160,0,0,76,31,0,1,121,2,0
0,0,0,17,6,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,8,3,0,0,0,0,12,0,0,61,24,0,11,9,160,0,0,78,30,0,2,122,1,0
0,0,0,17,6,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,8,3,0,0,0,0,12,0,0,62,24,0,12,9,160,0,0,78,31,0,2,121,1,0
0,0,0,17,5,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,8,3,0,0,0,0,15,0,0,60,24,0,9,9,160,0,0,77,32,0,1,121,1,0
0,0,0,17,5,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,8,3,0,0,0,0,13,0,0,62,24,0,11,9,160,0,0,77,32,0,1,121,1,0
0,0,0,17,5,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,8,3,0,0,0,0,11,1,0,63,24,0,10,9,162,0,0,74,32,0,2,121,1,0
0,0,0,17,5,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,8,3,0,0,0,0,9,0,0,65,24,0,11,8,163,0,0,76,31,0,1,121,1,0
0,0,0,17,5,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,8,3,0,0,0,0,12,0,0,62,24,0,8,8,162,1,0,79,28,0,1,122,1,0
0,0,0,17,4,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,8,3,0,0,0,0,11,0,0,65,24,0,9,8,161,0,0,82,30,0,1,120,1,0
0,0,0,17,5,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,8,2,0,0,0,0,13,0,1,63,24,0,8,8,162,1,0,81,27,0,1,121,1,0
0,0,0,17,5,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,7,1,0,0,0,0,11,0,1,65,24,0,9,8,163,0,0,83,28,0,2,119,1,0
0,0,0,17,5,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,8,1,0,0,0,0,12,0,0,64,25,0,8,8,162,0,0,84,29,0,1,119,1,0
0,0,0,17,5,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,7,1,0,0,0,0,12,0,0,64,25,0,8,8,162,0,0,85,29,0,2,118,1,0
0,0,0,17,6,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,8,1,0,0,0,0,12,0,0,65,25,0,9,8,162,0,0,85,30,0,1,117,1,0
0,0,0,17,6,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,8,1,0,0,0,0,13,0,0,64,25,0,7,8,163,0,0,84,30,0,1,117,1,0
0,0,1,16,6,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,8,0,0,0,0,0,13,0,0,65,25,0,9,8,164,0,0,85,29,0,1,117,1,0
0,0,0,17,5,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,8,1,0,0,0,0,10,0,0,67,25,0,9,8,164,0,0,86,28,0,2,117,1,0
0,0,0,17,5,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,8,1,0,0,0,0,11,0,0,66,25,0,8,8,164,0,0,86,28,0,2,117,1,0
0,0,1,16,5,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,8,1,0,0,0,0,13,0,0,64,25,0,6,8,166,0,0,85,26,0,3,118,1,0
0,0,0,17,5,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,1,7,1,0,0,0,0,10,0,0,69,25,0,8,8,167,0,0,85,25,0,4,118,1,0
0,0,1,16,5,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,1,7,1,0,0,0,0,13,0,0,66,25,0,6,8,167,0,0,84,26,0,3,118,1,0
0,0,0,17,5,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,7,1,0,0,0,0,15,0,0,65,25,0,4,8,167,0,0,84,27,0,4,118,0,0
0,0,1,17,4,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,7,1,0,0,0,0,14,0,0,66,25,0,5,8,166,0,0,89,25,0,5,118,0,0
0,0,0,17,6,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,7,1,0,0,0,0,12,0,0,68,25,0,8,8,166,0,0,87,26,0,4,118,0,0
0,0,0,17,6,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,7,1,0,0,0,0,13,0,0,67,25,0,6,8,166,0,0,87,27,0,4,117,0,0
0,0,0,17,6,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,7,1,0,0,0,0,14,0,0,67,25,0,7,8,166,0,0,87,27,0,4,117,0,0
0,0,0,18,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,7,1,0,0,0,0,15,0,0,66,25,0,7,8,169,0,0,83,28,0,3,117,0,0
0,0,0,17,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,7,1,0,0,0,0,12,0,0,69,25,0,8,8,168,0,0,84,28,0,3,117,0,0
0,0,0,17,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,7,1,0,0,0,0,13,0,0,69,25,0,7,8,168,0,0,85,29,0,4,115,0,0
0,0,0,17,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,7,1,0,0,0,0,12,0,0,70,25,0,8,8,168,0,0,85,29,0,4,115,0,0
0,0,0,18,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,7,1,0,0,0,0,11,0,0,71,25,0,9,8,169,0,0,85,28,0,5,115,0,0
0,0,0,19,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,7,0,0,0,0,0,14,0,0,68,25,0,5,8,171,0,0,82,29,0,3,115,0,0
0,0,0,19,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,7,1,0,0,0,0,14,0,0,68,25,0,5,8,170,0,0,84,29,0,2,115,0,0
0,0,0,19,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,7,1,0,0,0,0,13,0,0,69,25,0,6,8,170,0,0,84,29,0,2,115,0,0
0,0,0,19,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,7,1,0,0,0,0,13,0,0,70,25,0,7,8,170,0,0,84,29,0,2,115,0,0
0,0,0,19,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,7,0,0,0,0,0,10,0,0,74,25,0,11,8,171,0,0,84,29,0,2,115,0,0
0,0,0,19,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,7,1,0,0,0,0,12,0,0,69,25,0,3,8,170,0,0,84,30,0,2,114,0,0
