C-C,H-C,H-H,O-C,O-H,O-O
17,34,1,232,559,69
17,34,1,232,559,68
17,33,1,232,559,68
16,33,1,232,559,68
17,35,1,232,559,68
17,34,2,232,560,68
17,34,2,232,561,68
17,34,2,232,561,69
17,33,2,232,561,69
17,33,2,233,561,69
17,33,2,234,561,69
17,33,2,233,562,69
17,32,2,234,562,69
17,34,2,234,561,69
17,34,2,233,561,69
17,34,2,233,561,69
17,32,2,233,561,69
17,33,2,234,560,69
17,31,2,233,560,69
17,33,2,233,559,69
17,32,2,232,559,69
17,33,2,233,559,69
16,34,2,233,559,69
16,33,2,233,559,69
15,32,2,233,558,68
16,34,2,233,558,69
16,33,2,232,558,69
16,33,2,232,558,69
16,34,2,232,559,69
16,32,2,232,559,69
16,34,2,232,559,69
16,33,2,232,559,69
16,34,2,233,559,69
16,32,2,233,559,69
16,34,2,233,560,69
16,34,2,233,559,68
16,33,2,233,559,69
16,32,2,234,559,69
16,32,2,234,559,69
16,32,2,234,559,69
16,32,2,234,559,69
16,33,2,234,559,69
16,33,2,234,559,69
16,31,2,234,561,69
16,31,2,233,561,69
16,31,2,233,561,69
16,31,2,233,561,69
16,30,2,233,561,69
16,30,2,233,561,69
16,30,2,233,561,69
16,31,2,233,560,69
16,32,2,234,560,69
16,32,2,234,560,69
16,32,2,234,560,69
16,31,2,236,560,69
16,31,2,236,560,67
16,31,2,236,561,68
16,30,2,236,560,68
16,30,2,236,560,66
16,31,2,236,560,67
16,31,2,236,560,67
16,31,2,236,560,67
16,31,2,237,560,67
16,30,2,237,560,67
16,30,2,238,560,66
16,30,2,238,560,66
16,31,2,238,559,65
16,29,2,238,559,66
16,30,2,238,559,66
16,31,2,238,560,66
16,32,2,238,560,66
16,32,2,238,560,66
16,31,2,238,560,66
16,32,2,238,560,66
16,30,2,238,560,66
16,32,2,238,560,66
16,31,2,238,560,66
16,32,2,239,560,66
16,31,2,239,559,66
16,31,2,239,559,66
16,33,2,239,559,66
16,33,2,240,559,66
16,33,2,240,558,66
16,32,2,241,559,66
16,32,2,241,559,66
16,32,2,241,559,65
16,30,2,241,559,66
16,32,2,241,560,66
16,32,2,241,560,66
16,32,2,241,560,66
16,31,2,241,560,66
16,32,2,241,559,66
16,30,2,242,559,66
16,32,2,242,559,66
15,32,2,242,560,66
16,31,2,242,560,65
16,31,2,242,560,66
16,31,1,242,560,66
16,29,2,242,560,66
16,31,2,242,560,66
16,31,2,242,560,66
16,31,2,243,560,66
16,30,2,243,560,66
16,31,2,243,560,66
16,32,2,243,559,66
16,31,2,243,560,66
16,32,2,243,559,66
16,32,2,243,559,66
16,30,2,243,560,66
16,29,2,243,560,66
16,30,2,243,560,66
16,30,2,243,560,66
16,31,2,243,560,66
16,31,2,244,559,66
16,30,2,244,559,66
16,31,2,244,559,66
16,31,2,244,560,66
16,30,2,243,559,66
16,32,2,244,560,66
16,31,2,244,560,66
16,31,2,244,560,65
16,30,2,244,560,65
16,32,2,244,560,66
16,30,2,244,560,65
15,32,2,243,560,65
16,31,2,243,560,64
16,31,2,243,560,65
16,31,2,243,559,64
16,32,2,243,560,65
16,31,2,243,560,65
16,32,2,243,560,65
16,31,2,243,560,65
16,30,2,243,560,65
16,32,2,243,560,65
16,30,2,243,560,65
16,31,2,243,561,65
16,31,2,243,561,65
16,30,2,243,561,65
16,31,2,244,560,65
16,31,2,244,560,65
15,30,2,244,560,65
16,31,2,244,560,64
16,30,2,244,561,65
16,31,2,244,561,65
16,30,2,245,561,65
16,30,2,244,561,65
16,29,2,245,561,65
16,30,2,244,561,65
16,29,2,245,561,65
16,31,2,245,561,65
16,29,2,247,562,64
16,30,2,247,561,64
16,30,2,247,562,64
16,30,2,247,562,63
16,29,2,247,562,64
16,30,2,248,562,64
16,29,2,248,562,64
16,31,2,248,560,64
16,31,2,248,560,64
16,31,2,249,559,64
16,29,2,248,561,64
16,27,2,249,561,64
16,29,2,249,561,64
16,26,2,249,560,64
15,29,2,249,561,64
15,28,2,248,562,64
15,26,2,248,562,64
15,28,2,248,562,64
15,25,2,248,562,64
15,29,2,248,562,64
15,26,2,248,562,64
15,27,2,248,562,64
15,29,2,248,562,64
15,29,2,248,562,64
15,27,2,248,563,64
15,26,2,248,562,64
14,26,2,248,562,64
15,27,2,248,562,64
15,29,2,248,561,64
15,28,2,248,561,64
15,29,2,248,561,64
15,29,2,248,561,64
15,28,2,248,561,64
13,29,2,248,561,64
14,29,2,248,561,63
14,28,2,248,562,63
14,29,2,248,562,64
14,28,2,248,562,64
14,29,2,248,562,64
14,28,2,248,562,63
14,29,2,248,562,63
14,29,2,248,561,63
14,28,2,248,561,63
14,28,2,248,561,63
14,29,2,248,561,63
14,29,2,248,561,64
14,29,2,248,561,64
14,27,2,248,561,64
14,27,2,248,560,64
14,28,2,248,561,64
14,28,2,248,561,64
14,29,2,248,561,64
14,27,2,248,561,64
14,28,2,249,561,65
14,28,2,249,561,63
14,27,2,249,561,64
14,28,2,249,561,64
14,29,2,248,561,64
14,29,2,248,561,64
14,28,2,248,561,64
14,27,2,248,561,64
14,28,2,248,561,64
14,28,2,249,561,64
14,28,2,249,559,64
14,29,2,249,559,64
14,27,3,249,559,64
14,27,3,249,559,64
14,27,3,250,558,64
14,28,3,251,558,64
14,27,3,252,558,63
14,27,3,252,558,63
14,28,3,252,558,63
14,28,3,252,558,63
14,28,3,252,558,63
14,27,3,252,559,63
14,28,3,252,560,63
14,27,3,252,560,63
14,28,3,252,560,63
14,28,3,253,560,63
14,28,3,253,560,63
14,26,3,253,560,62
14,26,3,254,560,64
14,28,3,254,559,63
14,27,3,254,560,63
14,28,3,254,560,63
14,28,3,254,560,62
14,28,4,254,559,63
14,28,3,254,561,63
14,28,3,254,561,62
14,28,3,254,561,62
14,28,3,254,561,62
14,28,3,255,561,62
14,28,3,255,560,62
13,27,3,255,562,62
14,28,3,255,562,62
14,26,3,255,562,62
14,28,3,255,562,62
14,28,3,255,562,62
14,28,3,255,561,62
14,28,3,255,561,61
14,27,3,255,561,60
14,28,3,255,561,59
14,27,3,255,560,59
14,27,3,255,561,60
14,26,3,255,561,60
14,26,3,255,561,60
14,27,3,255,561,60
14,28,3,255,561,61
14,29,3,255,560,61
14,28,3,255,560,61
14,29,3,255,560,61
14,28,3,255,560,61
14,25,3,255,560,61
14,27,2,255,560,61
14,28,3,255,560,61
14,28,3,255,560,61
14,28,3,255,560,60
14,28,3,255,560,61
14,28,3,255,560,61
14,28,3,255,560,61
14,27,3,255,560,61
14,27,3,255,560,61
14,28,4,255,557,61
14,27,3,255,561,61
14,27,3,255,560,61
14,28,3,255,560,61
14,26,3,255,560,61
14,28,3,256,560,61
14,28,3,256,561,61
14,27,3,256,561,61
14,28,3,256,561,61
14,27,3,256,561,61
14,28,3,256,560,61
14,28,3,256,560,61
14,27,3,256,560,61
14,27,3,257,560,61
14,26,3,256,559,61
14,28,3,257,560,61
14,29,3,257,560,61
14,27,3,257,561,61
14,27,3,257,560,61
14,26,3,258,561,61
14,27,3,257,560,61
14,27,3,258,560,61
14,27,3,259,559,61
14,26,3,260,560,61
14,27,3,259,561,61
14,27,3,260,561,60
14,28,3,260,561,60
14,27,3,260,561,60
14,28,3,259,562,60
14,28,2,260,563,61
14,28,2,259,563,61
14,26,2,259,564,60
14,27,2,257,563,60
14,29,2,258,563,60
14,27,2,258,562,60
14,28,2,258,563,60
14,27,2,258,563,60
14,29,2,258,563,60
14,25,2,258,562,59
14,29,2,258,563,60
14,29,2,258,563,60
14,28,2,258,563,60
14,26,2,258,563,60
14,27,2,258,563,60
14,28,2,258,563,60
13,27,2,258,564,60
13,27,2,258,564,60
13,27,2,257,564,60
13,26,2,257,564,59
13,26,2,257,564,59
13,27,2,257,564,59
13,25,2,257,564,59
13,26,2,257,564,59
13,26,2,257,564,59
13,26,2,257,564,59
13,26,2,257,564,59
13,24,2,257,564,59
13,26,2,257,564,59
13,26,2,258,564,58
13,26,2,258,564,58
13,26,2,258,564,58
13,25,2,258,564,58
13,25,2,258,564,58
13,25,2,258,564,58
13,24,2,258,564,58
13,26,2,258,564,56
13,25,2,258,564,58
13,26,2,258,564,58
13,26,2,258,564,58
13,26,2,258,564,58
13,26,2,258,564,58
12,26,2,258,564,58
12,26,2,258,564,58
13,26,2,258,564,58
13,25,2,258,564,58
13,24,2,258,564,58
13,26,2,258,564,58
13,26,2,258,564,58
13,26,2,258,564,57
13,26,2,258,565,58
13,26,2,258,565,58
13,26,2,258,565,58
13,25,2,258,565,58
13,25,2,258,565,58
13,26,2,258,565,58
13,26,2,258,565,58
13,26,2,259,565,58
13,26,2,259,565,58
13,26,2,259,565,58
13,24,2,259,565,58
13,25,2,259,565,58
13,25,2,259,564,58
13,25,3,259,563,58
13,24,2,258,566,58
13,23,2,258,566,58
13,24,2,258,566,58
13,24,2,258,565,58
13,24,2,259,566,58
13,24,2,258,566,59
13,24,2,258,566,58
13,23,2,259,568,58
13,21,2,259,568,58
13,23,2,259,568,58
13,23,2,259,568,58
13,23,2,259,569,58
13,22,2,259,569,58
13,23,2,259,569,58
13,23,2,259,569,58
13,23,2,259,568,58
12,23,2,259,569,58
13,23,2,259,569,58
13,23,2,259,569,58
13,22,2,258,569,58
13,23,2,258,569,58
13,21,2,258,569,58
13,23,2,258,569,58
13,22,2,258,569,58
13,23,2,258,569,58
13,23,2,258,569,58
13,23,2,258,569,58
13,23,2,258,569,58
13,21,2,258,569,58
13,23,2,258,569,58
13,22,2,258,569,58
13,23,2,258,569,58
13,23,2,258,570,58
13,22,2,258,571,58
13,23,2,258,571,58
12,23,2,258,571,58
13,19,2,258,572,59
13,23,2,258,571,58
13,23,2,258,571,59
13,23,2,259,571,58
13,22,2,259,571,58
13,22,2,259,571,58
13,23,2,259,571,58
13,23,2,259,571,58
13,23,2,259,571,58
13,22,2,259,571,58
13,22,2,259,571,58
13,22,2,259,572,58
13,22,2,259,572,58
13,22,2,259,572,58
13,22,2,258,572,58
13,21,2,258,573,57
13,21,2,258,574,57
13,22,2,258,573,57
13,22,2,258,573,57
13,22,2,258,573,57
13,21,2,258,573,56
13,20,2,258,572,57
13,22,2,258,573,56
13,22,2,258,574,57
13,22,2,258,574,57
13,22,2,258,574,57
13,21,2,258,574,56
13,22,2,258,574,57
13,22,2,258,574,57
12,22,2,258,574,57
13,22,2,258,574,57
13,22,2,258,574,57
13,22,2,258,574,57
13,22,2,258,574,57
13,21,2,258,575,57
13,22,2,258,574,57
13,21,2,258,574,57
13,22,2,258,574,57
13,22,2,258,574,57
13,22,2,258,574,57
13,22,2,258,574,57
13,22,2,258,574,57
13,22,2,258,574,57
13,22,2,258,574,57
13,21,2,258,574,57
13,22,2,258,574,57
13,22,2,258,574,56
13,22,2,258,574,57
12,21,2,258,574,57
13,21,2,258,574,57
13,21,2,258,574,57
13,22,2,258,574,57
13,22,2,258,574,57
13,21,2,258,574,57
13,22,2,258,573,57
13,22,2,258,574,57
12,21,2,258,573,57
13,22,2,258,574,57
13,22,2,258,574,57
13,22,2,258,574,57
13,20,2,258,573,56
13,22,2,258,573,57
13,21,2,258,573,55
13,22,2,258,573,56
13,22,2,258,573,56
13,21,2,258,573,56
13,22,2,258,573,56
13,22,2,258,573,56
13,22,2,258,573,56
13,21,2,258,573,56
13,21,2,258,573,55
13,22,2,258,573,56
13,22,2,258,573,56
13,22,2,258,573,56
13,22,2,258,573,56
13,21,2,258,573,56
13,22,2,258,573,56
13,22,2,258,573,56
13,22,2,258,573,56
13,22,2,258,573,56
13,22,2,258,573,56
13,21,2,258,573,56
13,22,2,258,573,55
13,22,2,258,573,56
13,21,2,258,573,56
13,21,2,259,573,56
13,21,2,259,573,56
13,22,2,259,572,55
13,20,2,259,574,56
13,20,2,259,575,56
13,19,2,259,574,55
13,20,2,259,575,56
13,20,2,259,575,56
13,20,2,259,576,56
13,20,2,259,576,56
13,20,2,259,576,56
13,20,2,259,575,56
12,20,2,259,576,56
13,20,2,259,576,56
13,20,2,259,576,56
13,20,2,259,576,56
13,20,2,259,576,56
13,20,2,259,576,56
13,20,2,259,576,56
13,20,2,259,576,56
13,19,2,259,576,56
13,20,2,259,576,57
13,20,2,259,576,55
13,20,2,259,576,56
13,20,2,259,576,55
13,19,2,259,576,56
13,21,2,259,575,57
13,21,2,259,575,56
13,21,2,260,575,56
13,21,2,261,575,55
13,20,2,261,575,54
13,21,2,261,575,55
13,20,2,261,575,56
13,20,2,261,575,55
12,21,2,261,575,56
13,22,2,261,574,55
13,22,2,261,574,55
13,21,2,261,573,55
13,22,2,261,574,54
13,22,2,261,574,54
13,22,2,261,574,54
13,19,2,261,574,54
13,22,2,261,574,54
13,22,2,261,574,54
13,22,2,261,574,54
12,23,2,261,573,54
12,22,2,261,573,54
13,22,2,261,573,53
13,23,2,261,573,53
13,22,2,261,573,53
13,23,2,261,573,53
13,22,2,261,573,53
13,23,2,261,573,53
13,23,2,261,573,53
13,23,2,261,573,53
13,23,2,261,573,53
13,23,2,261,573,53
13,22,2,261,572,53
12,22,2,261,573,53
13,23,2,261,573,53
13,23,2,261,573,53
13,22,2,261,573,53
13,22,2,261,573,53
13,23,2,261,573,53
13,23,2,261,573,53
13,23,2,261,573,53
13,23,2,261,573,53
13,23,2,261,573,53
13,24,2,261,572,53
13,23,2,261,573,53
13,21,2,261,573,53
13,21,2,261,573,53
13,21,2,261,573,53
13,21,2,261,573,53
13,21,2,261,572,53
13,20,2,261,574,53
13,20,2,262,574,53
12,20,2,262,574,52
12,20,2,262,574,52
12,20,2,262,574,52
12,20,2,262,574,52
12,21,1,262,575,52
12,21,1,263,576,52
12,21,1,262,577,52
12,21,1,262,577,52
12,21,1,262,577,52
12,21,1,262,577,52
12,21,1,262,577,52
12,20,1,262,577,52
12,21,1,262,577,52
12,21,1,263,577,52
11,21,1,263,577,52
12,21,1,264,577,52
12,21,1,264,577,52
12,21,1,264,577,52
12,20,1,264,576,53
12,21,1,264,577,52
12,21,1,264,576,52
12,21,1,264,577,52
12,21,1,264,577,52
12,21,1,264,577,52
12,21,1,264,577,52
12,21,1,264,577,52
12,21,1,264,576,52
12,20,1,264,576,52
12,20,1,264,576,52
12,21,1,264,576,52
12,20,1,264,575,52
12,21,1,265,575,52
12,21,1,265,575,52
12,21,1,265,574,52
12,21,1,265,574,52
12,21,1,265,574,52
12,21,1,265,574,52
12,21,1,265,575,52
12,21,1,265,574,52
12,21,1,265,573,52
12,21,1,265,574,52
12,21,1,265,574,52
12,20,1,265,575,51
12,20,1,265,575,51
12,21,1,266,574,51
12,21,1,266,574,51
12,21,1,266,574,51
12,21,1,266,574,51
12,21,1,266,574,51
12,21,1,266,574,51
12,21,1,266,574,51
12,21,1,267,574,51
12,21,1,267,574,51
12,21,1,267,574,51
12,20,1,267,574,51
12,20,1,267,575,51
12,21,1,267,575,51
12,21,1,267,575,51
12,21,1,267,574,51
12,21,1,267,575,51
12,21,1,267,575,51
12,21,1,268,575,51
12,21,1,268,575,51
12,20,1,268,575,51
12,21,1,267,576,50
12,21,1,268,575,51
12,21,1,268,575,51
12,21,1,268,575,51
12,21,1,268,575,50
12,21,1,268,576,51
11,21,1,267,576,51
12,21,1,267,576,51
12,21,1,267,576,51
12,21,1,267,576,51
12,21,1,267,576,51
12,21,1,267,576,51
12,21,1,267,575,51
12,21,1,267,575,51
12,21,1,267,575,51
12,21,1,267,575,51
12,21,1,268,575,52
12,21,1,268,575,51
12,21,1,268,574,50
12,21,1,268,574,51
12,20,1,268,574,51
12,21,1,268,574,51
12,21,1,268,574,51
12,21,1,268,574,51
12,21,1,268,574,50
12,20,1,268,574,50
12,21,1,268,574,51
12,21,1,268,574,51
12,21,1,268,574,51
12,21,1,268,574,51
12,21,1,268,574,51
12,21,1,268,575,51
12,21,1,268,575,51
12,21,1,268,575,51
12,20,1,267,575,51
12,21,1,267,575,50
12,20,1,267,575,51
12,20,1,267,575,51
12,21,1,267,575,51
12,21,1,267,575,51
12,21,1,267,575,51
12,19,1,267,574,49
12,22,1,267,575,50
12,22,1,267,575,50
12,21,1,267,575,50
12,21,1,267,575,50
12,22,1,267,575,50
12,21,1,267,575,50
12,22,1,267,575,50
12,22,1,267,576,49
12,22,1,267,576,50
12,21,1,267,576,50
12,22,1,267,576,49
11,22,1,267,576,49
12,22,1,267,576,49
12,21,1,267,576,48
12,22,1,267,576,48
12,20,1,267,576,48
12,22,1,268,576,48
12,21,1,268,576,48
12,22,1,268,576,48
12,22,1,268,576,48
12,21,1,268,576,48
12,22,1,268,576,48
12,22,1,268,576,48
12,22,1,268,575,48
12,21,1,268,577,48
12,21,1,268,577,48
12,20,1,268,578,48
13,20,1,268,578,48
12,19,1,268,578,48
12,20,1,268,577,48
12,20,1,268,577,48
12,21,1,268,577,48
12,20,1,268,576,50
12,21,1,268,577,48
12,21,1,268,577,48
12,21,1,268,577,48
12,20,1,268,578,48
12,20,1,268,578,48
12,19,1,268,578,48
12,19,1,268,578,48
12,20,1,268,577,48
12,21,1,268,576,48
12,21,1,268,577,47
12,20,1,268,577,48
12,20,1,268,576,48
12,21,1,268,577,48
12,20,1,269,577,48
12,20,1,269,577,48
12,20,1,269,577,48
12,20,1,269,577,48
12,20,1,269,577,48
12,20,1,269,576,48
12,20,1,269,576,48
12,21,1,269,576,48
12,20,1,269,576,48
12,21,1,269,577,48
12,21,1,269,577,48
12,21,1,269,577,48
12,21,1,269,577,48
12,21,1,269,576,48
12,21,1,269,577,48
12,20,1,269,578,48
12,20,1,269,578,48
12,20,1,269,578,48
12,21,1,269,577,48
12,21,1,269,577,48
12,21,1,270,577,48
12,20,1,270,577,48
12,21,1,270,577,48
12,20,1,270,577,48
12,20,1,270,577,48
12,20,0,270,578,48
12,21,0,271,578,48
12,22,0,271,576,48
12,22,0,271,577,48
12,22,0,271,577,48
12,22,0,271,577,48
12,21,0,271,577,48
12,21,0,271,577,48
12,22,0,271,577,48
12,21,0,271,576,48
12,22,0,271,577,48
12,22,0,271,576,48
12,22,0,271,576,48
12,22,0,271,576,47
12,22,0,271,576,47
12,22,0,271,576,47
12,21,0,271,576,47
12,21,0,271,576,47
12,22,0,271,576,47
12,21,0,271,576,47
12,21,0,271,576,47
12,22,0,271,576,47
12,21,0,271,576,47
12,22,0,271,576,47
12,21,0,271,576,47
12,22,0,271,576,47
12,21,0,271,576,47
12,22,0,271,576,47
12,22,0,271,576,47
12,22,0,271,576,47
12,22,0,271,576,47
12,22,0,271,576,47
12,22,0,272,576,47
12,22,0,272,576,46
12,22,0,272,576,46
12,21,0,272,576,47
12,22,0,272,575,47
12,22,0,272,577,47
12,22,0,272,577,47
12,22,0,272,577,47
12,22,0,272,577,47
12,22,0,272,577,47
12,22,0,272,577,47
12,21,0,272,577,46
12,22,0,273,577,47
11,22,0,273,577,47
12,21,0,273,577,47
12,22,0,273,577,47
12,22,0,272,577,47
12,22,0,273,576,46
12,22,0,273,577,47
12,22,0,273,577,47
12,22,0,273,577,47
12,22,0,273,577,47
12,22,0,273,577,47
12,22,0,273,577,47
12,21,0,273,577,47
12,22,0,273,577,47
12,22,0,273,577,47
12,22,0,272,578,47
12,22,0,272,578,47
12,22,0,272,577,46
12,22,0,272,578,46
12,21,0,272,578,47
12,21,0,272,576,47
12,21,0,272,577,46
12,21,0,272,578,46
12,22,0,272,577,46
12,22,0,272,578,46
12,22,0,272,578,46
12,22,0,272,578,46
12,22,0,272,578,46
12,22,0,272,578,45
12,22,0,272,578,46
12,22,0,272,578,46
12,22,0,272,578,46
12,22,0,272,578,46
12,22,0,272,578,46
12,21,0,272,578,46
12,22,0,272,578,46
12,21,0,272,578,46
12,22,0,272,578,46
12,22,0,272,578,46
12,21,0,272,578,46
12,22,0,272,578,46
12,22,0,272,578,46
12,22,0,272,578,46
12,21,0,272,579,45
12,21,0,272,579,46
12,21,0,272,579,46
12,20,0,272,579,46
12,21,0,272,579,46
12,21,0,272,579,46
12,21,0,272,579,46
12,20,0,272,579,46
12,20,0,272,580,46
12,20,0,272,580,45
12,20,0,272,580,46
12,20,0,272,580,46
12,20,0,272,580,46
12,20,0,272,580,46
12,20,0,272,580,46
12,20,0,272,580,46
12,20,0,273,580,45
12,20,0,274,580,45
12,20,0,274,580,44
