C(0),C(1),C(2),C(3),C(4),H(0),H(1),O(0),O(1),O(2)
0,97,86,15,2,5,595,4,475,221
0,94,90,14,2,3,597,4,477,219
0,94,90,14,2,5,595,3,475,222
0,94,90,15,1,4,596,2,475,223
0,95,89,14,2,4,596,2,475,223
0,94,91,13,2,3,597,2,474,224
0,95,90,13,2,4,596,2,474,224
0,95,90,15,0,3,597,2,475,223
0,94,92,12,2,3,597,2,475,223
0,96,90,12,2,4,596,1,476,223
0,95,91,12,2,4,596,1,477,222
0,94,91,14,1,4,596,1,476,223
0,94,91,13,2,3,597,1,476,223
0,94,91,14,1,5,595,2,475,223
0,95,89,14,2,3,597,1,474,225
0,95,90,13,2,4,596,1,474,225
0,96,89,13,2,6,594,1,475,224
0,95,91,12,2,4,596,1,475,224
0,95,92,12,1,6,594,1,477,222
0,96,89,13,2,4,596,1,475,224
0,95,90,13,2,3,597,1,475,224
0,96,89,13,2,3,597,1,474,225
0,96,89,13,2,4,596,1,473,226
0,97,88,13,2,3,597,1,473,226
0,96,88,14,2,3,597,2,473,225
0,96,88,14,2,3,597,2,473,225
0,96,88,14,2,3,597,1,473,226
0,97,87,14,2,4,596,1,473,226
0,96,89,13,2,4,596,1,473,226
0,96,89,13,2,4,596,2,473,225
0,97,88,13,2,3,597,2,473,225
0,97,89,12,2,4,596,2,473,225
0,98,87,13,2,4,596,2,473,225
0,98,87,13,2,6,594,2,475,223
0,98,88,12,2,5,595,1,473,226
0,97,88,13,2,3,597,2,473,225
0,98,86,14,2,4,596,2,470,228
0,97,87,14,2,3,597,1,470,229
0,98,85,15,2,3,597,4,468,228
0,96,89,14,1,5,595,3,467,230
0,96,89,14,1,5,595,4,469,227
0,97,87,15,1,5,595,5,469,226
0,96,88,15,1,4,596,4,471,225
0,95,89,15,1,3,597,5,471,224
0,98,87,14,1,3,597,4,471,225
0,98,89,12,1,4,596,4,472,224
0,98,88,13,1,4,596,3,473,224
0,98,87,13,2,4,596,3,473,224
0,98,87,13,2,4,596,3,473,224
0,99,88,12,1,6,594,4,473,223
0,99,87,12,2,4,596,6,473,221
0,100,85,13,2,6,594,4,473,223
0,98,87,13,2,4,596,4,473,223
0,99,86,13,2,4,596,4,472,224
0,99,85,14,2,4,596,3,473,224
0,99,85,14,2,4,596,3,473,224
0,102,83,13,2,5,595,3,470,227
0,101,84,13,2,5,595,2,471,227
0,101,85,12,2,5,595,3,472,225
0,101,84,13,2,4,596,2,472,226
0,100,86,12,2,4,596,2,472,226
0,100,88,10,2,4,596,3,472,225
0,101,85,12,2,4,596,3,471,226
0,100,85,14,1,2,598,4,470,226
0,101,83,14,2,3,597,4,468,228
0,100,84,14,2,2,598,4,470,226
0,100,86,13,1,3,597,4,470,226
0,101,84,13,2,4,596,2,474,224
0,100,85,13,2,2,598,3,473,224
0,100,86,12,2,3,597,2,473,225
0,100,86,12,2,2,598,3,472,225
0,100,87,11,2,3,597,3,472,225
0,101,86,11,2,4,596,3,472,225
0,102,84,13,1,3,597,2,470,228
0,102,84,13,1,4,596,3,471,226
0,101,85,12,2,4,596,2,469,229
0,100,85,13,2,3,597,2,470,228
0,102,84,12,2,4,596,2,470,228
0,102,86,12,0,5,595,2,473,225
0,104,84,11,1,7,593,2,472,226
0,104,85,11,0,5,595,2,470,228
0,104,84,11,1,4,596,2,467,231
0,104,84,11,1,4,596,2,467,231
0,104,85,10,1,5,595,2,467,231
0,105,85,9,1,5,595,2,467,231
0,104,82,12,2,5,595,2,471,227
0,104,82,13,1,5,595,2,470,228
0,105,81,13,1,6,594,2,472,226
0,103,82,13,2,3,597,2,473,225
0,103,83,11,3,3,597,3,471,226
0,103,83,13,1,5,595,1,473,226
0,103,84,11,2,3,597,1,471,228
0,103,84,11,2,3,597,1,471,228
0,104,83,11,2,4,596,1,471,228
0,103,83,12,2,3,597,2,470,228
0,103,84,11,2,5,595,1,471,228
0,102,85,11,2,4,596,1,469,230
0,103,85,10,2,6,594,1,469,230
0,104,84,10,2,7,593,1,469,230
0,102,85,11,2,3,597,2,470,228
0,103,85,10,2,4,596,1,469,230
0,102,85,11,2,3,597,1,470,229
0,102,85,12,1,2,598,1,470,229
0,103,84,12,1,3,597,0,470,230
0,102,86,11,1,4,596,0,473,227
0,100,87,12,1,2,598,0,474,226
0,101,86,12,1,2,598,0,473,227
0,101,86,12,1,2,598,0,473,227
0,100,87,12,1,1,599,4,471,225
0,103,85,11,1,4,596,3,474,223
0,103,84,12,1,2,598,2,473,225
0,104,85,10,1,4,596,2,472,226
0,103,86,10,1,3,597,2,472,226
0,104,85,11,0,4,596,3,471,226
0,103,85,12,0,2,598,2,471,227
0,103,84,13,0,1,599,2,471,227
0,104,83,13,0,1,599,3,470,227
0,103,84,13,0,2,598,4,470,226
0,103,85,12,0,3,597,3,470,227
0,102,85,13,0,1,599,2,472,226
0,103,84,13,0,1,599,2,471,227
0,105,82,13,0,3,597,2,471,227
0,103,84,13,0,1,599,3,471,226
0,103,85,12,0,2,598,2,471,227
0,103,84,13,0,1,599,2,471,227
0,102,85,13,0,1,599,2,472,226
0,101,87,12,0,1,599,2,472,226
0,102,86,12,0,3,597,2,471,227
0,101,86,13,0,2,598,2,472,226
0,101,86,13,0,2,598,2,472,226
0,102,86,12,0,3,597,2,471,227
0,101,87,12,0,2,598,2,471,227
0,101,86,13,0,2,598,3,470,227
0,101,86,13,0,2,598,3,470,227
0,101,86,13,0,2,598,3,470,227
0,103,86,11,0,3,597,3,471,226
0,103,85,12,0,4,596,2,473,225
0,104,85,11,0,5,595,2,472,226
0,102,86,12,0,2,598,3,474,223
0,103,87,10,0,6,594,3,475,222
0,102,86,12,0,3,597,3,475,222
0,103,85,12,0,4,596,3,475,222
0,104,86,10,0,4,596,3,474,223
0,102,86,12,0,2,598,3,474,223
0,101,87,12,0,2,598,3,475,222
0,101,87,12,0,2,598,5,475,220
0,101,87,12,0,2,598,3,475,222
0,101,87,12,0,2,598,4,475,221
0,101,87,12,0,2,598,4,475,221
0,101,87,12,0,3,597,4,476,220
0,99,89,12,0,1,599,4,476,220
0,100,88,12,0,2,598,4,476,220
0,100,89,11,0,2,598,4,475,221
0,100,89,11,0,3,597,4,474,222
0,99,90,11,0,1,599,4,475,221
0,100,88,12,0,2,598,4,474,222
0,99,89,12,0,1,599,5,474,221
0,100,88,12,0,2,598,4,474,222
0,102,88,10,0,3,597,4,475,221
0,99,89,12,0,1,599,6,474,220
0,100,88,12,0,3,597,6,475,219
0,102,85,13,0,2,598,6,473,221
0,103,85,12,0,3,597,5,472,223
0,102,86,12,0,2,598,5,472,223
0,103,84,13,0,2,598,5,472,223
0,102,87,11,0,2,598,6,471,223
0,103,87,10,0,1,599,4,472,224
0,104,86,10,0,2,598,4,472,224
0,101,90,9,0,1,599,5,473,222
0,101,90,9,0,3,597,4,475,221
0,102,89,9,0,3,597,4,474,222
0,102,90,8,0,4,596,4,474,222
0,102,90,8,0,4,596,6,474,220
0,102,89,9,0,3,597,4,474,222
0,102,89,9,0,3,597,4,474,222
0,103,88,9,0,3,597,4,473,223
0,103,88,9,0,3,597,3,475,222
0,102,89,9,0,2,598,3,475,222
0,103,87,10,0,3,597,3,478,219
0,104,86,10,0,4,596,3,478,219
0,102,87,11,0,2,598,4,477,219
0,102,87,11,0,2,598,3,477,220
0,102,88,10,0,4,596,3,480,217
0,101,88,11,0,2,598,3,480,217
0,103,86,11,0,5,595,6,475,219
0,103,86,11,0,7,593,6,475,219
0,101,88,11,0,5,595,5,475,220
0,102,87,11,0,5,595,6,474,220
0,103,85,12,0,5,595,5,474,221
0,102,86,12,0,4,596,5,474,221
0,105,84,11,0,3,597,5,473,222
0,105,85,10,0,4,596,5,473,222
0,104,85,11,0,3,597,5,474,221
0,104,86,10,0,3,597,6,475,219
0,106,84,10,0,5,595,6,475,219
0,104,86,10,0,3,597,5,475,220
0,105,84,11,0,3,597,5,473,222
0,105,83,12,0,2,598,5,473,222
0,104,85,11,0,5,595,6,470,224
0,104,85,11,0,3,597,6,472,222
0,105,83,12,0,3,597,7,472,221
0,104,85,11,0,2,598,6,471,223
0,104,85,11,0,2,598,6,471,223
0,105,84,11,0,2,598,8,470,222
0,105,84,11,0,2,598,7,470,223
0,104,85,11,0,2,598,6,471,223
0,104,85,11,0,3,597,6,472,222
0,104,86,10,0,4,596,6,472,222
0,104,85,11,0,2,598,4,471,225
0,104,85,11,0,2,598,3,473,224
0,103,86,11,0,1,599,3,473,224
0,103,86,11,0,2,598,3,474,223
0,104,85,11,0,1,599,3,472,225
0,103,86,11,0,0,600,3,470,227
0,105,85,10,0,2,598,3,471,226
0,104,86,10,0,2,598,3,472,225
0,105,85,10,0,3,597,4,472,224
0,103,87,10,0,2,598,3,471,226
0,103,87,10,0,3,597,2,472,226
0,102,89,9,0,3,597,2,472,226
0,103,87,10,0,1,599,3,470,227
0,104,86,10,0,3,597,3,471,226
0,105,85,10,0,3,597,2,472,226
0,103,88,9,0,1,599,2,469,229
0,103,88,9,0,1,599,2,471,227
0,104,87,9,0,2,598,3,469,228
0,104,87,9,0,3,597,2,472,226
0,105,86,9,0,3,597,2,471,227
0,104,88,8,0,3,597,2,471,227
0,105,87,8,0,3,597,2,470,228
0,104,88,8,0,3,597,2,471,227
0,103,90,7,0,2,598,2,472,226
0,104,87,9,0,5,595,3,474,223
0,103,88,9,0,2,598,2,472,226
0,104,87,9,0,3,597,2,472,226
0,103,89,8,0,2,598,2,471,227
0,103,89,8,0,3,597,3,472,225
0,104,88,8,0,4,596,2,472,226
0,103,89,8,0,3,597,2,472,226
0,103,89,8,0,3,597,2,472,226
0,106,86,8,0,5,595,2,471,227
0,106,87,7,0,5,595,2,472,226
0,105,89,6,0,5,595,2,472,226
0,106,85,9,0,3,597,1,470,229
0,107,85,8,0,4,596,1,471,228
0,105,87,8,0,2,598,1,471,228
0,107,86,7,0,5,595,1,471,228
0,106,87,7,0,3,597,1,470,229
0,106,86,8,0,2,598,1,470,229
0,106,87,7,0,2,598,2,469,229
0,105,88,7,0,2,598,1,468,231
0,106,87,7,0,4,596,2,467,231
0,104,89,7,0,3,597,1,468,231
0,105,89,6,0,5,595,2,466,232
0,106,87,7,0,6,594,1,469,230
0,103,90,7,0,3,597,1,469,230
0,105,88,7,0,5,595,1,469,230
0,103,92,5,0,3,597,1,469,230
0,106,88,6,0,6,594,2,468,230
0,103,92,5,0,5,595,2,467,231
0,103,90,7,0,2,598,1,468,231
0,106,87,7,0,5,595,1,468,231
0,102,93,5,0,4,596,1,467,232
0,103,92,5,0,3,597,1,467,232
0,102,91,7,0,2,598,1,467,232
0,104,89,7,0,5,595,1,468,231
0,103,90,7,0,3,597,1,467,232
0,102,91,7,0,2,598,1,467,232
0,102,95,3,0,2,598,1,465,234
0,104,90,6,0,4,596,1,466,233
0,106,88,6,0,4,596,1,464,235
0,105,88,7,0,4,596,2,462,236
0,106,86,8,0,5,595,2,463,235
0,106,85,9,0,5,595,2,462,236
0,104,88,8,0,3,597,2,463,235
0,105,89,6,0,5,595,2,464,234
0,103,91,5,1,5,595,2,463,235
0,103,90,6,1,5,595,2,464,234
0,103,90,7,0,5,595,1,467,232
0,102,91,7,0,4,596,1,467,232
0,103,90,7,0,6,594,2,468,230
0,103,90,7,0,4,596,1,466,233
0,106,87,7,0,7,593,1,466,233
0,103,91,6,0,4,596,1,467,232
0,102,92,6,0,3,597,1,467,232
0,104,90,6,0,6,594,1,468,231
0,104,90,6,0,3,597,1,467,232
0,102,92,6,0,4,596,1,470,229
0,101,92,7,0,3,597,1,471,228
0,101,92,7,0,3,597,2,469,229
0,101,92,7,0,3,597,1,471,228
0,104,90,6,0,5,595,1,471,228
0,104,90,6,0,5,595,1,471,228
0,102,92,6,0,3,597,1,469,230
0,102,92,6,0,3,597,2,471,227
0,102,92,6,0,3,597,1,471,228
0,103,89,8,0,4,596,1,469,230
0,104,88,8,0,5,595,1,469,230
0,105,88,7,0,7,593,2,469,229
0,104,88,8,0,5,595,1,469,230
0,103,89,8,0,4,596,1,469,230
0,105,87,8,0,6,594,1,469,230
0,102,90,8,0,3,597,2,469,229
0,103,89,8,0,4,596,1,469,230
0,104,90,6,0,6,594,1,472,227
0,102,91,7,0,5,595,1,470,229
0,102,91,7,0,5,595,1,470,229
0,102,91,7,0,4,596,1,469,230
0,104,89,7,0,6,594,1,469,230
0,107,86,7,0,9,591,1,469,230
0,102,91,6,1,4,596,2,468,230
0,100,93,7,0,2,598,2,469,229
0,101,91,8,0,3,597,2,468,230
0,101,90,9,0,2,598,2,468,230
0,101,89,10,0,2,598,2,467,231
0,103,87,10,0,4,596,2,467,231
0,101,90,9,0,2,598,1,468,231
0,102,90,8,0,4,596,1,468,231
0,101,91,7,1,2,598,2,466,232
0,102,91,6,1,4,596,2,466,232
0,102,90,8,0,2,598,2,466,232
0,102,90,7,1,2,598,2,465,233
0,102,90,8,0,1,599,2,465,233
0,103,89,8,0,2,598,2,465,233
0,102,90,8,0,1,599,2,465,233
0,104,88,8,0,3,597,4,463,233
0,104,88,8,0,3,597,2,465,233
0,104,90,6,0,3,597,2,465,233
0,104,89,7,0,4,596,2,465,233
0,104,88,8,0,3,597,2,465,233
0,102,91,7,0,1,599,2,464,234
0,104,89,7,0,3,597,2,464,234
0,103,91,6,0,3,597,3,464,233
0,104,89,7,0,3,597,4,462,234
0,104,90,6,0,3,597,3,463,234
0,104,89,7,0,2,598,2,463,235
0,103,90,7,0,2,598,2,464,234
0,104,89,7,0,2,598,1,465,234
0,104,89,7,0,1,599,1,464,235
0,103,91,6,0,2,598,1,465,234
0,103,90,7,0,1,599,2,465,233
0,106,88,6,0,5,595,1,465,234
0,104,89,7,0,2,598,1,465,234
0,105,88,7,0,3,597,1,465,234
0,105,89,6,0,6,594,2,467,231
0,107,87,6,0,7,593,2,466,232
0,105,88,7,0,4,596,1,466,233
0,105,88,7,0,3,597,1,465,234
0,107,86,7,0,6,594,1,466,233
0,104,89,7,0,2,598,1,465,234
0,106,87,7,0,4,596,0,467,233
0,105,88,7,0,3,597,0,467,233
0,105,88,7,0,3,597,0,467,233
0,104,90,6,0,3,597,0,467,233
0,104,90,6,0,3,597,0,467,233
0,105,88,7,0,3,597,1,467,232
0,104,89,7,0,2,598,1,467,232
0,104,89,7,0,2,598,2,467,231
0,104,90,6,0,3,597,0,467,233
0,104,90,6,0,3,597,0,467,233
0,103,91,6,0,3,597,0,468,232
0,106,88,6,0,6,594,0,468,232
0,104,90,6,0,4,596,0,468,232
0,106,90,4,0,10,590,0,468,232
0,104,92,4,0,4,596,1,468,231
0,103,91,6,0,4,596,0,469,231
0,105,87,8,0,5,595,0,468,232
0,106,88,6,0,5,595,0,469,231
0,103,91,6,0,4,596,0,469,231
0,104,90,6,0,5,595,0,469,231
0,101,93,6,0,4,596,0,469,231
0,102,93,5,0,5,595,0,472,228
0,102,93,5,0,4,596,0,471,229
0,105,90,5,0,6,594,0,472,228
0,104,91,5,0,5,595,0,472,228
0,103,92,5,0,3,597,0,471,229
0,106,88,6,0,3,597,1,471,228
0,103,91,6,0,2,598,0,471,229
0,104,90,6,0,1,599,0,471,229
0,104,90,6,0,3,597,0,471,229
0,103,91,6,0,1,599,0,470,230
0,102,92,6,0,0,600,0,470,230
0,102,92,6,0,0,600,0,470,230
0,102,93,5,0,1,599,0,468,232
0,102,94,4,0,2,598,0,470,230
0,102,92,6,0,0,600,1,470,229
0,103,91,6,0,1,599,0,470,230
0,105,89,6,0,4,596,0,471,229
0,103,91,6,0,2,598,0,471,229
0,104,90,6,0,3,597,0,471,229
0,103,91,6,0,1,599,0,470,230
0,104,90,6,0,2,598,0,470,230
0,106,88,6,0,3,597,1,469,230
0,104,90,6,0,1,599,0,469,231
0,105,90,5,0,2,598,0,468,232
0,104,89,7,0,1,599,1,468,231
0,103,91,6,0,1,599,2,468,230
0,105,90,5,0,2,598,1,468,231
0,104,89,7,0,1,599,2,468,230
0,103,91,6,0,2,598,2,469,229
0,103,92,5,0,0,600,1,468,231
0,105,88,7,0,2,598,1,466,233
0,105,88,7,0,2,598,0,468,232
0,105,88,7,0,2,598,0,468,232
0,104,89,7,0,1,599,0,468,232
0,104,90,6,0,2,598,0,468,232
0,104,89,7,0,3,597,1,472,227
0,105,88,7,0,3,597,0,471,229
0,104,89,7,0,2,598,0,471,229
0,105,88,7,0,3,597,1,471,228
0,105,88,7,0,3,597,0,471,229
0,104,91,5,0,2,598,0,471,229
0,108,86,6,0,4,596,0,470,230
0,105,88,7,0,2,598,1,474,225
0,105,87,8,0,3,597,0,472,228
0,106,85,9,0,3,597,0,472,228
0,105,86,9,0,2,598,1,472,227
0,106,85,9,0,4,596,0,471,229
0,105,86,9,0,3,597,1,469,230
0,104,87,9,0,2,598,0,469,231
0,104,88,8,0,3,597,1,473,226
0,107,85,8,0,5,595,1,474,225
0,105,89,6,0,3,597,1,474,225
0,104,88,8,0,2,598,0,474,226
0,105,88,7,0,3,597,0,473,227
0,104,89,7,0,3,597,2,470,228
0,105,88,7,0,4,596,1,470,229
0,105,89,6,0,4,596,1,471,228
0,105,88,7,0,4,596,1,470,229
0,104,89,7,0,3,597,0,472,228
0,103,91,6,0,3,597,1,472,227
0,104,89,7,0,2,598,0,473,227
0,105,88,7,0,3,597,0,473,227
0,104,89,7,0,2,598,0,473,227
0,105,88,7,0,4,596,0,472,228
0,105,88,7,0,3,597,0,471,229
0,105,89,6,0,2,598,0,473,227
0,105,88,7,0,3,597,0,473,227
0,103,89,8,0,2,598,0,473,227
0,103,89,8,0,2,598,0,473,227
0,104,88,8,0,3,597,1,473,226
0,106,87,7,0,5,595,1,474,225
0,105,87,8,0,4,596,1,473,226
0,105,87,8,0,3,597,1,472,227
0,105,88,7,0,4,596,1,472,227
0,107,85,8,0,5,595,0,472,228
0,104,88,8,0,2,598,0,472,228
0,105,87,8,0,3,597,0,472,228
0,105,88,7,0,3,597,0,471,229
0,104,89,7,0,2,598,0,471,229
0,103,90,7,0,2,598,0,470,230
0,105,90,5,0,4,596,0,470,230
0,104,90,6,0,4,596,0,470,230
0,103,91,6,0,3,597,1,470,229
0,104,91,5,0,4,596,0,471,229
0,103,91,6,0,3,597,0,470,230
0,105,89,6,0,3,597,0,470,230
0,106,88,6,0,4,596,0,470,230
0,106,88,6,0,4,596,0,470,230
0,106,88,6,0,4,596,0,470,230
0,105,90,5,0,4,596,0,470,230
0,106,88,6,0,4,596,0,470,230
0,105,89,6,0,3,597,0,470,230
0,105,89,6,0,4,596,0,469,231
0,104,90,6,0,4,596,0,470,230
0,105,90,5,0,6,594,0,470,230
0,106,88,6,0,6,594,0,470,230
0,105,90,5,0,5,595,0,471,229
0,105,90,5,0,5,595,1,471,228
0,106,89,5,0,6,594,1,471,228
0,107,89,4,0,6,594,1,471,228
0,104,91,5,0,4,596,1,471,228
0,105,90,5,0,2,598,1,470,229
0,105,90,5,0,1,599,1,469,230
0,105,90,5,0,1,599,0,469,231
0,105,91,4,0,2,598,0,469,231
0,105,90,5,0,2,598,0,468,232
0,106,87,7,0,2,598,0,467,233
0,107,86,7,0,1,599,0,467,233
0,107,86,7,0,2,598,0,466,234
0,105,88,7,0,1,599,0,467,233
0,105,89,6,0,1,599,0,468,232
0,105,89,6,0,1,599,0,468,232
0,106,89,5,0,3,597,0,468,232
0,106,87,7,0,3,597,0,468,232
0,108,86,6,0,5,595,0,469,231
0,106,88,6,0,4,596,0,470,230
0,107,88,5,0,5,595,0,471,229
0,106,88,6,0,4,596,0,470,230
0,107,87,6,0,3,597,0,470,230
0,107,88,5,0,4,596,0,470,230
0,109,87,4,0,6,594,1,471,228
0,107,87,6,0,4,596,0,471,229
0,107,89,4,0,5,595,0,472,228
0,107,89,4,0,5,595,0,472,228
0,107,88,5,0,3,597,0,471,229
0,109,86,5,0,5,595,0,471,229
0,107,88,5,0,3,597,0,471,229
0,108,87,5,0,4,596,0,471,229
0,107,87,6,0,3,597,0,470,230
0,109,85,6,0,5,595,0,470,230
0,107,87,6,0,2,598,0,469,231
0,107,87,6,0,3,597,1,470,229
0,108,86,6,0,4,596,0,470,230
0,108,86,6,0,5,595,0,469,231
0,109,84,7,0,5,595,0,469,231
0,109,84,7,0,5,595,0,469,231
0,108,86,6,0,5,595,0,469,231
0,108,85,7,0,4,596,0,469,231
0,108,85,7,0,4,596,0,469,231
0,109,85,6,0,4,596,0,467,233
0,109,86,5,0,4,596,0,468,232
0,109,86,5,0,4,596,0,468,232
0,109,86,5,0,4,596,0,468,232
0,110,85,5,0,5,595,0,468,232
0,110,85,5,0,5,595,0,468,232
0,110,85,5,0,5,595,0,468,232
0,109,86,5,0,5,595,0,469,231
0,108,86,6,0,4,596,0,468,232
0,108,86,6,0,4,596,0,468,232
0,108,86,6,0,4,596,0,468,232
0,107,87,6,0,5,595,0,466,234
0,107,87,6,0,5,595,2,466,232
0,107,87,6,0,4,596,1,465,234
0,108,86,6,0,6,594,1,466,233
0,108,86,6,0,6,594,3,466,231
0,107,87,6,0,5,595,2,466,232
0,107,87,6,0,5,595,2,466,232
0,107,87,6,0,5,595,2,466,232
0,106,88,6,0,5,595,2,465,233
0,107,87,6,0,6,594,2,465,233
0,106,88,6,0,6,594,3,464,233
0,105,90,5,0,6,594,3,464,233
0,105,89,6,0,6,594,3,467,230
0,106,89,5,0,8,592,2,467,231
0,105,90,5,0,7,593,2,467,231
0,105,89,6,0,5,595,2,466,232
0,104,90,6,0,4,596,2,466,232
0,104,90,6,0,4,596,2,466,232
0,104,91,5,0,5,595,2,466,232
0,104,90,6,0,4,596,2,466,232
0,105,90,5,0,6,594,2,466,232
0,104,90,6,0,4,596,2,466,232
0,104,91,5,0,5,595,2,466,232
0,103,91,6,0,4,596,2,465,233
0,104,90,6,0,6,594,2,466,232
0,104,90,6,0,6,594,2,466,232
0,103,90,7,0,4,596,2,466,232
0,102,91,7,0,4,596,2,465,233
0,102,91,7,0,5,595,2,466,232
0,102,91,7,0,5,595,2,464,234
0,102,91,7,0,5,595,2,464,234
0,102,91,7,0,5,595,3,464,233
0,103,91,6,0,7,593,2,464,234
0,102,91,7,0,4,596,2,463,235
0,102,91,7,0,4,596,2,463,235
0,102,91,7,0,4,596,2,463,235
0,103,90,7,0,5,595,2,463,235
0,102,91,7,0,5,595,2,464,234
0,104,88,8,0,7,593,2,463,235
0,102,90,8,0,5,595,2,463,235
0,103,90,7,0,4,596,2,462,236
0,103,89,8,0,5,595,3,462,235
0,103,89,8,0,5,595,2,462,236
0,103,89,8,0,7,593,2,462,236
0,105,87,8,0,7,593,2,462,236
0,103,89,8,0,5,595,3,460,237
0,103,89,8,0,5,595,2,462,236
0,102,90,8,0,5,595,2,461,237
0,102,91,7,0,6,594,2,461,237
0,102,90,8,0,5,595,2,461,237
0,102,89,9,0,5,595,2,462,236
0,102,90,8,0,5,595,2,461,237
0,102,89,9,0,5,595,2,462,236
0,102,89,9,0,5,595,2,462,236
0,104,87,9,0,6,594,2,461,237
0,104,88,8,0,7,593,2,461,237
0,103,89,8,0,6,594,2,461,237
0,103,89,8,0,6,594,2,461,237
0,102,90,8,0,5,595,2,461,237
0,101,91,8,0,6,594,2,461,237
0,102,90,8,0,7,593,2,461,237
0,100,93,7,0,6,594,2,461,237
0,101,91,8,0,5,595,2,460,238
0,101,93,6,0,7,593,2,462,236
0,100,92,8,0,4,596,2,460,238
0,101,91,8,0,5,595,2,460,238
0,101,91,8,0,5,595,3,460,237
0,100,94,6,0,6,594,3,460,237
0,100,92,8,0,4,596,2,460,238
0,102,90,8,0,6,594,3,460,237
0,101,93,6,0,4,596,3,461,236
0,101,92,7,0,5,595,4,461,235
0,101,92,7,0,5,595,3,461,236
0,101,92,7,0,6,594,4,462,234
0,100,93,7,0,4,596,3,461,236
0,101,92,7,0,5,595,3,461,236
0,100,93,7,0,4,596,3,461,236
0,101,92,7,0,5,595,3,461,236
0,102,91,7,0,6,594,3,461,236
0,100,93,7,0,4,596,3,461,236
0,102,91,7,0,6,594,3,461,236
0,100,94,6,0,4,596,3,460,237
0,100,94,6,0,4,596,3,460,237
0,101,93,6,0,5,595,3,460,237
0,99,95,6,0,5,595,3,460,237
0,99,95,6,0,5,595,3,460,237
0,101,94,5,0,6,594,3,460,237
0,99,95,6,0,5,595,4,460,236
0,100,94,6,0,5,595,3,459,238
0,99,95,6,0,4,596,3,459,238
0,100,93,7,0,5,595,2,460,238
0,99,96,5,0,5,595,2,461,237
0,101,92,7,0,6,594,2,460,238
0,100,94,6,0,5,595,2,461,237
0,100,94,6,0,6,594,2,460,238
0,99,94,7,0,4,596,2,460,238
0,99,94,7,0,5,595,2,459,239
0,98,95,7,0,5,595,2,460,238
0,98,95,7,0,4,596,2,459,239
0,98,95,7,0,4,596,3,459,238
0,99,94,7,0,5,595,2,459,239
0,97,96,7,0,4,596,2,458,240
0,98,95,7,0,5,595,2,458,240
0,97,95,8,0,5,595,2,460,238
0,97,95,8,0,5,595,2,460,238
0,97,94,9,0,6,594,2,460,238
0,97,97,6,0,6,594,2,459,239
0,99,94,7,0,8,592,1,460,239
0,97,96,7,0,6,594,1,460,239
0,100,93,7,0,10,590,2,459,239
0,98,96,6,0,6,594,1,460,239
0,99,96,5,0,6,594,1,460,239
0,101,94,5,0,8,592,3,456,241
0,99,96,5,0,6,594,1,460,239
0,102,93,5,0,9,591,1,460,239
0,98,97,5,0,5,595,1,460,239
0,100,96,4,0,8,592,1,460,239
0,100,95,5,0,7,593,1,460,239
0,98,97,5,0,5,595,1,460,239
0,98,97,5,0,5,595,1,460,239
0,99,97,4,0,6,594,1,459,240
0,101,94,5,0,8,592,1,460,239
0,102,94,4,0,8,592,1,460,239
0,100,95,5,0,7,593,1,460,239
0,98,97,5,0,6,594,1,461,238
0,99,96,5,0,7,593,1,461,238
0,98,97,5,0,6,594,1,461,238
0,98,97,5,0,6,594,1,461,238
0,99,96,5,0,7,593,1,461,238
0,100,97,3,0,6,594,1,461,238
0,99,97,4,0,6,594,2,461,237
0,100,96,4,0,6,594,2,460,238
0,99,97,4,0,5,595,1,460,239
0,100,96,4,0,6,594,1,460,239
0,99,97,4,0,5,595,1,460,239
0,100,96,4,0,6,594,2,460,238
0,99,97,4,0,5,595,2,460,238
0,99,97,4,0,6,594,2,461,237
0,100,96,4,0,7,593,2,461,237
0,100,96,4,0,7,593,2,461,237
0,99,97,4,0,6,594,2,461,237
0,99,97,4,0,6,594,1,461,238
0,99,97,4,0,6,594,1,461,238
0,101,95,4,0,8,592,1,461,238
0,101,95,4,0,9,591,1,462,237
0,100,96,4,0,7,593,1,461,238
0,100,96,4,0,7,593,1,461,238
0,99,97,4,0,6,594,1,461,238
0,101,95,4,0,8,592,1,461,238
0,99,97,4,0,7,593,1,458,241
0,99,97,4,0,7,593,1,462,237
0,100,96,4,0,8,592,0,462,238
0,99,97,4,0,7,593,0,462,238
0,98,99,3,0,6,594,1,461,238
0,98,99,3,0,6,594,1,461,238
0,99,98,3,0,7,593,1,461,238
0,100,97,3,0,8,592,1,461,238
0,99,98,3,0,7,593,1,461,238
0,98,99,3,0,7,593,1,460,239
0,98,99,3,0,9,591,1,462,237
0,97,100,3,0,8,592,1,462,237
0,99,98,3,0,8,592,1,462,237
0,99,98,3,0,8,592,1,462,237
0,98,99,3,0,9,591,1,462,237
0,96,101,3,0,8,592,1,461,238
0,97,99,4,0,9,591,1,462,237
0,97,99,4,0,9,591,1,462,237
0,96,100,4,0,8,592,1,462,237
0,96,100,4,0,8,592,1,462,237
0,96,100,4,0,8,592,1,462,237
0,97,99,4,0,8,592,1,461,238
0,96,100,4,0,6,594,2,458,240
0,97,99,4,0,7,593,1,460,239
0,96,100,4,0,6,594,1,460,239
0,95,101,4,0,6,594,1,459,240
0,96,99,5,0,6,594,1,459,240
