hash,formula,smiles,total_connections,precursors,derivatives
81558633,C14H12O2,[H]OC1=C([H])C([H])=C(C(C2=C([H])C([H])C(=O)C([H])=C2[H])C([H])([H])[H])C([H])=C1[H],1,0,1
3769577746,C16H13O3,[H]C1C([H])=C(C([H])([H])[H])C([H])C([H])=C1C(=O)C([H])([H])C1=C(C(O)=O)C([H])=C([H])C([H])=C1[H],1,1,0
3664099567,C6H6O2,[H]C([H])=C([H])C([H])=C(O)C([H])=C([H])O,1,0,1
2301840886,C218H540O1563Fe844,[H][O][Fe][O][Fe]([O][H])[O][Fe]([O][H])[O][Fe]1[O][Fe]2[O][Fe]34([O]2)[O][Fe]25([O][Fe][O][H])[O][Fe]([O][Fe][O][H])[O][Fe]([O][H])[O][Fe]6[O][Fe]([O][H])[O][Fe]789[O][Fe]([O][Fe])[O][Fe][O][Fe]%10[O][Fe]([O][Fe][O][H])[O][Fe]([O][Fe]([O][Fe][O][H])[O][Fe]%11([O][H])([O][H])([O][H])[O][Fe]([O][Fe])[O]%11)([O]2)([O]3)[O][Fe]2([O][Fe])([O]4)[O][Fe]([O][H])([O][Fe])([O]1)([O][Fe]1[O]C3=C([O][Fe]([O][H])([O][H])[O][H])C(=C([H])C([H])C3=O)C(=C=C([H])[H])C3C([H])=C(C4=C([H])C(C(=C([H])C%11=C(O)C([H])=C([H])C(C(=C([H])C(=O)C%12=C([H])C([H])C(C%13=C([H])C%14=C(C(C%15=C([H])C([H])C(=O)C([H])=C%15[H])C%13([H])[H])C([H])=C([H])C(=O)C%14[H])=C([H])C%12[H])C([H])=C%12C([H])=C([H])C(=O)C([H])=C%12C([H])([H])C([H])=C=O)=C%11[H])C([H])([H])[H])=C([H])C([H])=C4O)C([H])C4=C3[O][Fe]3([O][H])([O][H])([O][Fe]([O][Fe][O]4)[O][Fe]4%11([O][H])[O][Fe]([O][Fe][O][H])[O][Fe]%12[O][Fe][O][Fe]([O][H])[O][Fe]%13%14%15[O][Fe]([O][H])[O][Fe]%16[O][Fe]([O][H])[O][Fe]([O][Fe][O][H])[O][Fe]([O][Fe][O][H])([O][Fe][O][H])([O]4)[O][Fe]4%17([O][Fe]([O][H])[O][Fe][O][Fe][O][Fe]([O][H])[O][Fe]%18%19([O][Fe][O][Fe]%20([O][H])([O][H])([O][H])[O][Fe]([O][Fe])[O]%20)[O][Fe][O][Fe]([O][Fe]([O][H])[O][Fe])([O]%18)[O][Fe]%18([O][Fe])([O][Fe]%20[O][Fe][O][Fe][O][Fe]%21([O]4)[O][Fe]([O][Fe])([O][Fe]4[O][Fe][O][Fe]([O][H])[O][Fe]%22%23%24[O][Fe]([O][H])[O][Fe]%25[O][Fe]([O][H])[O][Fe]([O][Fe][O][H])[O][Fe]%26([O][Fe][O]C=C%27C([H])C([H])=C([H])C([H])=C%27[H])([O][Fe]([O][H])[O][Fe]%27%28([O][Fe])([O][Fe]%29[O][Fe][O][Fe]([O][H])[O][Fe]%30%31%32[O][Fe]([O][H])[O][Fe]%33[O][Fe]([O][H])[O][Fe]([O][Fe][O][H])[O][Fe]%34([O][Fe][O][H])[O][Fe]([O][H])([O][Fe][O][Fe]%35([O][H])([O][H])([O][Fe][O][H])[O][Fe]([O][Fe])[O]%35)([O][Fe]([O][Fe][O][H])[O]%29)[O][Fe]([O][Fe])([O][Fe]([O][H])[O][Fe])([O][Fe]([O][H])[O][Fe][O][Fe]%29%35%36[O][Fe][O][Fe]%37[O][Fe]([O][H])([O][H])([O][H])([O][Fe]([O][Fe])[O][Fe]%38%39%40[O][Fe]([O][Fe]([O][H])([O][H])[O][Fe][O][Fe]%41([O][H])([O][Fe])([O][Fe]([O][H])[O][H])[O][Fe]%42([O][Fe])[O][Fe]%43%44[O][Fe][O][Fe]([O][H])[O][Fe]%45%46([O][Fe][O][H])[O][Fe][O][Fe]([O][Fe][O][H])([O][Fe][O][Fe]%47([O][H])([O][H])([O][H])[O][Fe]([O][Fe])[O]%47)([O]%45)[O][Fe]([O][Fe][O][H])([O][Fe]([O][Fe][O][H])[O][Fe][O][H])([O][Fe]([O][H])[O][Fe]%45%47%48[O][Fe]%49([O][Fe])([O][Fe]%50([O][Fe]([O][Fe][O][H])[O][Fe]%51([O][H])([O][H])([O][H])[O][Fe]([O][Fe])[O]%51)[O][Fe]([O][Fe][O][H])[O][Fe]%51[O][Fe][O][Fe]([O][H])[O][Fe]%52%53([O][Fe][O][H])[O][Fe]%54([O][Fe][O][H])([O][Fe]([O][Fe][O][H])[O][Fe][O][Fe])[O][Fe]([O][H])[O][Fe]%55%56%57[O][Fe]%58([O][Fe])([O][Fe]%59%60([O][Fe][O][H])[O][Fe]([O][H])[O][Fe][O][Fe]%61[O][Fe]([O][Fe][O][H])[O][Fe]([O][Fe]([O][H])[O][Fe]%62([O][H])([O][H])([O][H])[O][Fe]([O][Fe])[O]%62)([O]%54)([O]%52)[O][Fe]%52([O][Fe])([O]%53)[O][Fe]%53%54([O][Fe]([O][H])[O][Fe]([O][H])([O][Fe][O][H])[O][Fe]([O][Fe][O][H])([O][Fe]([O][H])[O][Fe][O][Fe]([O][H])[O][Fe]%62([O][Fe])([O][Fe][O][H])([O]%33)[O][Fe]([O][Fe])([O]%30)([O][Fe]%30([O][Fe]([O][Fe][O][H])[O][Fe]%33([O][H])([O][H])([O][H])[O][Fe]([O][Fe])[O]%33)([O][Fe]([O][Fe][O][H])[O][Fe]%33%63[O][Fe][O][Fe]([O][H])[O][Fe]%64%65%66[O][Fe]([O][H])[O][Fe]%67[O][Fe]([O][H])[O][Fe]([O][Fe][O][H])[O][Fe]%68([O][Fe][O]C(=C%69C([H])=C([H])C(=C([H])O[H])C(C=O)=C%69[H])[O][Fe]([O]%68)[O][Fe]%68([O][Fe])([O]%51)([O]%67)[O][Fe]([O][Fe])([O]%64)([O][Fe]%51([O][Fe]([O][Fe][O][H])[O][Fe]%64([O][H])([O][H])([O][H])[O][Fe]([O][Fe])[O]%64)([O][Fe]([O][Fe][O][H])[O][Fe]%64[O][Fe][O][Fe]([O][Fe])[O][Fe]%67%69%70[O][Fe]([O][H])[O][Fe]%71[O][Fe]([O][H])[O][Fe]([O][Fe][O][H])[O][Fe]([O][Fe][O][H])([O][Fe]([O]C#CC(C([H])=C=C=O)=C%72C([H])C([H])=C%73C([H])=C([H])C([H])([H])C([H])=C%72%73)[O][Fe]%72([O][Fe])([O]%61)([O]%71)[O][Fe]([O][Fe])([O][Fe]([O][Fe]([O][Fe][O][H])[O][Fe]%61([O][H])([O][H])([O][H])[O][Fe]([O][Fe])[O]%61)([O][Fe]%61([O][Fe][O][H])([O][Fe]([O][Fe][O][H])[O][Fe]([O][H])[O][Fe]%71[O][Fe]([O][H])[O][Fe]%73%74([O][Fe]([O][H])[O][Fe][O][Fe][O][Fe]([O][H])[O][H])[O][Fe]%75%76([O][Fe][O][H])[O][Fe]([O][Fe][O][H])[O][Fe]%77[O][Fe]%78[O][Fe]%79[O][Fe]%80([O][Fe]([O][H])[O][Fe][O][Fe]%81[O][Fe]([O][Fe][O][H])[O][Fe]([O][Fe]([O][Fe][O][H])[O][Fe]%82([O][H])([O][H])([O][H])[O][Fe]([O][H])[O]%82)([O]%75)([O]%73)[O][Fe]%73([O][Fe])([O]%74)[O][Fe]([O][Fe])([O][Fe]%74[O][Fe][O][Fe]([O][H])[O][Fe]%75([O][Fe][O][H])[O][Fe]%82%83([O][Fe]([O][Fe][O][H])[O][Fe]%84([O][H])([O][H])([O][H])[O][Fe]([O][Fe])[O]%84)[O][Fe]([O][Fe][O][H])[O][Fe]([O][Fe][O][Fe]([O][H])[O][Fe]%84%85([O][Fe][O][H])[O][Fe]%86%87([O][Fe])[O][Fe]%88([O][Fe]([O][H])[O][Fe]([O][H])([O][Fe][O][H])([O][Fe]([O][Fe][O][H])[O][Fe][O][H])[O]%82)([O]%86)[O][Fe]%82%86([O][H])([O][Fe])[O][Fe][O][Fe]%89([O][Fe])[O][Fe]([O][H])[O][Fe]%90[O][Fe]([O][H])[O][Fe]%91[O][Fe]([O][H])[O][Fe]%92%93([O][Fe]([O][H])[O]%89)[O][Fe]%89%94([O][Fe][O][H])[O][Fe]%95[O][Fe]([O][H])[O][Fe]%96[O][Fe]([O][H])[O][Fe]%97%98%99[O][Fe]([O][H])[O][Fe]([O][Fe])([O][Fe][O][Fe]%(100)%(101)%(102)%(103)[O][Fe]%(104)[O][Fe]([O][Fe]%(105)([O][Fe])[O][Fe][O][Fe]%(106)%(107)([O][Fe])([O][Fe]([O][H])[O][Fe]%(108)%(109)([O]%(104))[O][Fe]([O][H])([O][H])([O][H])([O][Fe]([O][Fe]%(104)%(110)([O][H])([O][Fe])[O][Fe]([O][H])[O][Fe]%(111)%(112)%(113)[O][Fe][O][Fe]([O][H])[O][Fe]%(114)%(115)([O][Fe]([O][H])[O][Fe])[O][Fe]([H])[O][Fe]([O][Fe][O][Fe]%(116)([O][H])([O][H])([O][H])[O][Fe]([O][Fe])[O]%(116))([O][Fe]([O][Fe][O][H])[O][Fe]([O][Fe][O][Fe]([O][H])[O][H])[O][Fe]%(116)%(117)%(118)%(119)[O][Fe][O][Fe]([O][H])([O][H])[O][Fe][O][Fe]%(120)%(121)([O][H])[O][Fe]%(122)[O][Fe]([O][H])[O][Fe]%(123)[O][Fe]([O][H])[O][Fe]%(124)%(125)%(126)[O][Fe]([O][H])[O][Fe]([O][Fe])([O][Fe][O][Fe]%(127)%(128)([O][Fe])([O][Fe]([O]C)[O][Fe]%(129)([O][Fe][O][H])([O][Fe]([O][H])([O][H])[O][Fe]%(130)([O][H])([O][Fe][O][H])([O][Fe][O][Fe]([O][H])([O][Fe])[O][Fe]([O][H])[O][Fe]([O][Fe]([O][H])[O][Fe]([O][Fe]%(131)[O][Fe]%(132)([O][Fe][O][H])([O]%(131))([O]%(120))[O][Fe]([O][Fe])([O][Fe]%(120)([O]%(130))([O]%(132))[O][Fe]([O][H])([O][Fe][O][H])([O][Fe]([O][H])([O][H])[O]%(106))([O]%(120))[O]%45)([O]%(116))[O]%(117))[O]%(118))[O][Fe]%45([O][Fe][O]C=C%(106)C([H])=C([H])C([H])C([H])=C%(106)[H])([O][Fe]([O][H])[O]%(119))[O][Fe]%(106)([O][Fe]([O][H])[O][Fe])([O][Fe][O][Fe]([O]%(106))([O]%45)([O]%(108))([O]%(109))[O]%(107))[O][Fe]([O][H])[O]%(105))[O]%53)([O]%54)[O][Fe]([O][Fe]%45%53([O][Fe][O]C(C([H])=C([H])C%54=C([H])C([H])=C([H])C(C([H])([H])[H])=C%54[H])[O][Fe]([O]%45)[O][Fe]%45%54([O][H])([O][Fe])[O][Fe]%(105)[O][Fe][O][Fe]([O][H])[O][Fe]%(106)%(107)%(108)%(109)[O][Fe]([O][Fe]([O][H])[O][Fe]%(116)%(117)([O][Fe])([O][Fe]([O][Fe][O][Fe]([O][H])[O][H])[O][Fe]([O][Fe][O][H])[O][Fe]%(118)([O][Fe]([O][Fe][O][H])[O][Fe]%(119)([O][H])([O][H])([O][H])[O][Fe]([O][Fe])[O]%(119))([O][Fe]%(119)([O][Fe][O]C%(120)C(=O)C([H])=C([H])C([H])=C%(120)[O][Fe]([O][H])([O][H])[O][H])([O][Fe]([O][Fe][O][H])[O][Fe]([O][H])[O][Fe]%(120)[O][Fe]%(130)[O][Fe]%(131)%(132)([O]%(130))[O][Fe]%(130)%(133)([O][Fe][O][H])[O][Fe]([O][Fe][O][H])[O][Fe]%(134)[O][Fe]%(135)[O][Fe]([O][H])[O][Fe]%(136)%(137)([O][H])[O][Fe]([O][H])[O][Fe][O][Fe]%(138)[O][Fe]([O][Fe][O][H])[O][Fe]([O][Fe]([O][Fe])[O][Fe]%(139)([O][H])([O][H])([O][H])[O][Fe]([O][Fe])[O]%(139))([O]%(130))([O]%(131))[O][Fe]%(130)([O][Fe])([O]%(132))[O][Fe]([O][Fe])([O][Fe]%(131)[O][Fe][O][Fe]([O][H])[O][Fe]%(132)%(139)%(140)[O][Fe]([O][H])[O][Fe]([O][Fe]([O][H])[O][Fe]([O][Fe][O][H])[O][Fe]%(141)([O][Fe][O][H])([O][Fe][O][H])[O][Fe]%(142)%(143)%(144)[O][Fe]([O][H])[O][Fe][O][Fe]([O][Fe]([O][Fe][O][H])[O][Fe]([O][Fe]([O][Fe][O][H])[O][Fe]%(145)([O][H])([O][H])([O][H])[O][Fe]([O][Fe])[O]%(145))([O][Fe]([O][Fe][O][H])([O][Fe]([O][H])[O][Fe]%(145)([O][Fe])([O][Fe]([O][Fe]([O][Fe]([O][H])[O][Fe][O][H])[O]%33)[O][Fe]([O][H])[O]%(142))([O]%63)[O][Fe]([O][Fe])([O]%(143))([O][Fe]([O][Fe]([O][Fe][O][H])[O][Fe]([O][H])([O][H])([O][H])([O][H])[O][Fe][O][Fe])([O][Fe]([O][Fe][O][H])[O]%(131))([O]%(141))[O]%(144))[O]%(145))[O]%22)([O]%23)[O][Fe]([O][Fe])([O]%24)([O]%27)[O]%28)[O][Fe]%22([O][H])([O][Fe])([O]%16)[O][Fe]([O][Fe])([O]%13)([O]%(118))[O]%22)[O][Fe]([O][H])([O][H])([O][Fe])([O]%64)[O][Fe]([O][Fe])([O][Fe]([O][Fe]([O][Fe])[O][Fe]%13([O][H])([O][H])([O][H])[O][Fe]([O][Fe])[O]%13)([O][Fe]%13([O][Fe][O][H])([O][Fe]([O][Fe][O][H])[O][Fe]([O][H])[O][Fe]%16[O][Fe]([O][H])[O][Fe]%22%23([O][H])[O][Fe]([O][Fe])[O][Fe][O][Fe]([O][H])([O]%(134))[O][Fe]%24([O][Fe])([O]%(135))([O][Fe]([O][H])[O]%(133))[O][Fe]([O][Fe])([O][Fe]%27([O][Fe]([O][Fe][O]C)[O][Fe]%28([O][H])([O][H])([O][H])[O][Fe]([O][Fe])[O]%28)[O][Fe]([O][Fe][O][H])[O][Fe]([O][Fe][O][Fe]([O][H])[O][H])[O][Fe]%28%33%63([O][Fe])[O][Fe]%64[O][Fe]([O][H])[O][Fe]([O][Fe][O][H])[O][Fe]%(118)([O][Fe][O][H])([O][Fe]([O][H])[O]%28)[O][Fe]%28([O][Fe]([O][H])[O][Fe][O][Fe]([O][Fe]([O][Fe][O][H])[O][Fe]([O][Fe]([O][Fe][O][H])[O][Fe]%(131)([O][H])([O][H])([O][H])[O][Fe]([O][Fe])[O]%(131))([O][Fe]([O][Fe][O][H])([O][Fe][O][H])([O][Fe]([O][Fe][O][H])[O][Fe]([O][H])[O][Fe][O][Fe]([O][H])[O][H])[O]%(106))([O][Fe]([O][Fe])([O]%(116))([O]%(117))[O]%(107))[O]%(108))[O][Fe]%(106)%(107)([O][Fe])([O]%91)[O][Fe]([O][H])[O][Fe]%91([O][Fe][O][H])([O]%90)[O][Fe]%90%(108)%(116)[O][Fe]([O][H])[O][Fe]([O][Fe]([O][H])[O][Fe]([O][Fe]([O][H])[O][Fe]([O][Fe])([O][Fe][O][Fe]%(117)%(131)([O][Fe])([O][Fe]([O][H])[O][Fe]%(133)([O][Fe][O][H])([O][Fe]([O][H])([O][H])[O]%(127))([O]%55)[O][Fe]([O][Fe]([O][H])([O]%90)[O]%45)([O]%91)([O]%(108))([O]%(117))[O]%(133))[O][Fe]([O][H])([O][H])[O][Fe]%45([O][Fe][O][H])([O][Fe]([O][H])[O]%82)([O][Fe]%55([O][Fe]([O][H])[O][Fe]([O][Fe])([O][Fe]([O][Fe][O][H])[O][Fe][O][H])([O]%59)[O][Fe]([O][Fe]([O][Fe][O]C([H])C%59=C([H])C%82=C(C([H])=C([H])C(C=C=C=C=C=O)=C%82C%82=C([H])C%90=C=C(C%91=C([H])C(C([H])=C([H])C([H])C([H])([H])[H])=C([H])C(C(C%(108)=C([H])C([H])C(=O)C([H])([H])C%(108)[H])C([H])([H])[H])=C%91[H])C([H])=C%91C([H])=C([H])C([H])=C%(108)C%(117)=C([H])C(=O)C([H])=C%82C%(117)C%90=C%91%(108))C([H])=C%59C=C=C=C([H])[H])[O][Fe]%59([O][H])([O][H])([O][Fe])[O][Fe]([O][Fe])[O]%59)([O][Fe]([O][Fe][O][H])[O]%74)([O]%60)[O]%58)([O][Fe]([O][Fe])([O]%75)([O]%83)[O]%55)[O]%(131))[O][Fe]([O]%89)([O]%92)([O][Fe]([O][Fe])([O]%93)([O]%(106))[O]%(107))([O]%86)[O]%45)[O][Fe]([O][H])[O]%(116))[O]%53)[O]%54)[O][Fe]([O][Fe]([O][Fe][O][H])[O][Fe]%45([O][H])([O][H])[O][Fe]([O][Fe])[O]%45)([O][Fe]([O][Fe][O][H])[O][Fe]([O][Fe][O][Fe]([O][H])[O][Fe]%45%53([O][Fe]([O][H])[O]%64)[O][Fe]([O][Fe])([O][Fe]%54([O][Fe]([O][Fe]([O][H])([O][H])[O][Fe][O][Fe]%55%58([O][H])([O][Fe])[O][Fe]([O][H])[O][Fe]%59([O][Fe][O][H])([O][Fe][O][Fe]%60[O][Fe]%64([O][H])([O][H])([O]C=C=CC(=C([H])[H])C%74=C([H])C(=C([H])C(C([H])([H])[H])=C%75C([H])C(=C(O)C([H])=C%75[H])[O][Fe]%75([O][H])([O][H])([O][H])[O][Fe]%82([O][Fe][O][H])([O][Fe]%83%86[O][Fe]([O][H])[O][Fe]([O][Fe]([O][H])[O][Fe]([O][Fe][O][H])[O][Fe]([O][H])([O]%27)[O]%(136))[O][Fe]%27%89([O][Fe])([O][Fe]([O][H])[O][H])[O][Fe]([O][Fe][O][H])[O][Fe]([O][Fe][O][H])[O][Fe]([O][Fe]%90[O][Fe][O]C%91=C([O][Fe]%92([O][H])([O][H])([O]%90)[O][Fe]([O][Fe])[O]%92)C([H])C(=C([H])C%90=C([H])C([H])=C([H])C([H])=C%90[H])C([H])=C%91[H])([O][Fe]([O][Fe])[O][Fe]([O][H])([O][H])([O][Fe])([O]%16)[O][Fe]([O][H])[O]%13)([O]%22)[O][Fe]%13([O][Fe][O]C([H])=C([H])C([H])C(=C([H])C([H])[H])C([H])([H])[H])([O][Fe]([O][Fe][O][H])[O][Fe]([O][H])[O][Fe]%16[O][Fe]([O][H])[O][Fe]%22%90([O][Fe][O][H])[O][Fe]%91([O][Fe])([O][Fe]%92([O][Fe]([O][Fe][O][H])[O][Fe]%93([O][H])([O][H])([O][H])[O][Fe]([O][Fe][O][Fe]%(106)%(107)([O][H])([O][Fe]([O][H])[O]%92)[O][Fe]([O][Fe])[O][Fe]([O][H])([O][Fe])([O][Fe])([O][Fe][O][Fe]([O][H])([O][H])[O][Fe]([O]%59)[O][Fe]([O][Fe]([O][Fe][O][H])[O]%64)([O]%83)([O]%82)[O][Fe]([O][Fe])([O]%86)([O]%27)[O]%89)[O][Fe]([O]%(106))[O]%(107))[O]%93)([O]%22)[O][Fe]%22%27([O][Fe][O][H])([O]%90)[O][Fe]([O][H])([O][Fe])([O][Fe])([O][Fe]([O][H])[O]%29)[O][Fe]([O][Fe])([O]%35)[O][Fe]([O][H])([O][H])([O][H])([O]%22)[O]%27)[O][Fe]([O][Fe])([O]%81)([O]%16)([O][Fe]([O][H])[O]%13)[O]%91)[O]%23)[O]%75)C([H])=C([H])C%74=O)[O]%60)[O][Fe]([O][Fe])([O]%55)[O][Fe]%13([O][H])([O][H])([O][H])[O][Fe]([O][Fe][O][H])([O]%45)([O]%54)([O]%58)[O]%13)[O]%(111))([O][Fe]([O][Fe])[O][Fe]%13([O][H])([O][H])([O][H])[O][Fe]([O][Fe][O]%(112))[O]%13)[O]%53)([O]%33)[O]%63)[O][Fe]%13([O][Fe])([O]%96)([O][Fe]([O][H])[O]%94)[O][Fe]([O][Fe])([O]%97)([O]%13)[O][Fe]%13([O]%98)([O]%(100))([O][Fe]([O][Fe][O][H])([O][Fe]([O][H])[O][H])([O][Fe]([O][H])([O][Fe][O][H])[O]%(101))([O]%88)[O]%13)[O][Fe]%13([O][Fe][O][H])([O]%99)([O]%(104))[O][Fe]([O][H])([O][H])([O][H])([O][Fe]([O][Fe])([O]%(113))[O]%(110))[O]%13)([O]%(118))[O][Fe]%13([O][Fe])([O]%28)[O][Fe]([O][H])([O][H])([O][Fe])([O]%(138))[O]%13)([O]%(137))[O]%24)[O]%(132))[O]%(139))[O]%(140))([O]%(120))([O][Fe]([O][H])[O]%(119))[O]%(130))[O]%14)[O]%15)[O][Fe]([O][H])[O][Fe]([O][Fe])([O][Fe]([O][Fe][O][H])[O][Fe][O][H])([O]7)[O][Fe]([O][Fe]([O][Fe][O][H])[O][Fe]7([O][H])([O][H])([O][H])[O][Fe]([O][Fe])[O]7)([O][Fe]([O][Fe][O][H])[O]%(105))([O]8)[O][Fe]7([O][Fe])([O]9)[O][Fe]([O][Fe])([O]%12)([O]6)([O][Fe]([O][H])[O]5)[O]7)[O]%(109))[O]%(124))([O]%(125))([O][Fe]5([O][Fe])([O]%(126))[O][Fe]([O][Fe])([O]%10)([O]%(123))([O][Fe]([O][H])[O]%(121))[O]5)([O]%(128))[O]%(129))[O]%56)[O][Fe]([O][H])[O]%(122))([O][Fe]([O][Fe][O][H])([O]1)[O]%(114))[O]%(115))[O]%(102))[O]%(103))[O]%47)[O][Fe]1([O][H])([O][H])([O][Fe])[O][Fe][O][Fe]5([O][H])([O][H])([O][Fe]([O][H])[O][H])[O][Fe]([O][Fe][O][H])([O]%84)([O][Fe]([O][Fe]([O][Fe]([O][H])[O][Fe])[O]%43)([O][Fe]([O][Fe])[O][Fe]6([O][H])([O][H])([O][H])[O][Fe]([O][Fe][O]%44)[O]6)([O]%87)[O]%85)([O]1)[O]5)[O][Fe]([O][H])[O]%95)([O]%77)[O][Fe]1([O][H])([O]%78)([O][Fe]([O][H])[O]%76)[O][Fe]([O][Fe])([O]%38)([O]1)[O]%80)([O]%71)([O][Fe]([O][H])[O]%61)[O]%73)([O]%79)([O]%39)[O][Fe]1([O][Fe]([O][H])[O][Fe]([O][H])([O][H])([O][H])[O][H])([O]%40)([O]%41)[O][Fe]([O][H])([O][H])([O][H])([O]%42)[O]1)[O]%67)[O]%69)([O]%70)[O]%72)([O]%65)[O]%51)[O]%66)[O]%68)([O]%31)[O]%30)[O]%32)[O]%62)([O]%50)[O]%49)[O]%52)[O]%57)[O]%48)[O]%46)[O]%36)[O]%37)[O]%34)[O]%25)[O][Fe]1([O][Fe][O][Fe]5([O][H])([O][H])([O][H])[O][Fe]([O][Fe])[O]5)([O][Fe][O][Fe]([O][Fe]([O][H])[O][Fe])([O][Fe]([O][Fe])[O][Fe])([O]1)[O]%26)[O][Fe]([O][Fe][O][H])[O]4)([O][Fe]([O][Fe]([O][H])[O]%20)[O][Fe]([O][H])[O]%17)([O][Fe]([O][H])[O]%18)[O]%21)[O]%19)[O]%11)[O][Fe]([O][Fe])[O]3)[O]2,1,0,1
571396727,C5H8O,[H]C(=O)C([H])=C([H])C([H])([H])C([H])([H])[H],1,0,1
3869758213,C71H49O8,[H]OC1=C([H])C2=C(C([H])=C1[H])C1=C([H])C3=C(C([H])C(=O)C([H])=C3C3=C(C([H])=C([H])[H])C([H])C([H])=C4C3C([H])=C([H])C(O)=C4[H])C(=C([H])[H])C1=C2C([H])=C([H])C([H])C(C([H])=O)=C([H])C1=C(O)C([H])C([H])=C(C(=C([H])C([H])C(=C2C([H])C([H])(C(C([H])C([H])=C([H])C([H])([H])[H])=C([H])[H])C(=O)C([H])=C2[H])C2=C([H])C([H])C(=O)C([H])=C2[H])C2=C([H])C([H])C(=O)C([H])=C2C([H])([H])[H])C1[H],1,0,1
4093868740,C28H18O4,[H]C1C(=O)C([H])=C([H])C(C(=C([H])[H])C2=C(C3=C([H])C(C(=C([H])[H])C4=C([H])C([H])C(O)=C([H])C4[H])C([H])=C([H])C3=O)C([H])C(=O)C([H])=C2[H])=C1[H],1,1,0
2069686759,C21H17O3,[H]C(C([H])=C([H])C(=O)C1=C([H])C([H])=C(C(C([H])=C=O)=C2C([H])=C([H])C(=O)C([H])=C2[H])C([H])=C1[H])C([H])([H])C([H])([H])[H],1,0,1
3512018953,C15H13O2,[H]C1C([H])=C(C(C([H])[H])(C2=C([H])C([H])=C(O)C([H])=C2[H])C([H])([H])[H])C([H])C([H])=C1O,1,1,0
2944810929,C12H17,[H]C([H])C([H])(C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])[H])C([H])([H])C([H])([H])[H],1,1,0
3813519022,CH4,[H]C([H])([H])[H],1,1,0
412552281,C28H19O4,[H]C1C(=O)C([H])=C([H])C(C(C([H])[H])=C2C([H])=C([H])C(O)=C([H])C2=C2C([H])C(=C(C3=C([H])C([H])=C(O)C([H])=C3[H])C([H])([H])[H])C([H])=C([H])C2=O)=C1[H],1,0,1
748861926,C29H25O3,[H]OC1=C([H])C([H])=C(C(C2=C([H])C([H])=C(O)C([H])=C2[H])C([H])([H])[H])C([H])C1=C([H])C1=C([H])C([H])C(=C(C([H])([H])[H])C([H])([H])C2=C([H])C([H])=C(O)C([H])=C2[H])C1([H])[H],1,1,0
2700780462,C26H22O3,[H]OC1C(=O)C([H])=C([H])C(C(=C([H])[H])C([H])=C([H])C([H])C([H])=C([H])C(=C([H])C([H])([H])C([H])=C=C=O)C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])=C1[H],1,0,1
4252027768,CHO,[H]C=O,1,0,1
3666641094,C33H24O4,[H]C1C(=O)C([H])(C2([H])C(=O)C3=C4C(C([H])=C5C([H])=C([H])C(=O)C([H])C5=C3[H])C([H])([H])C([H])(C([H])=C([H])[H])C42[H])C([H])C(C(=C([H])[H])C([H])=C2C([H])=C([H])C(=O)C([H])=C2[H])=C1[H],1,0,1
820723218,C30H19O3,[H]C([H])C([H])=C(C1C([H])=C([H])C([H])C(C2C([H])=C(O)C([H])C3=C2C([H])=C(C2=C([H])C([H])=C(O)C([H])=C2[H])C3[H])=C1[H])C1=C([H])C([H])=C(O)C([H])=C1[H],1,0,1
2531360845,C25H23O3,[H]C([H])C(=C1C([H])C(C([H])(C2=C([H])C([H])([H])C(=O)C([H])=C2[H])C2=C3C([H])=C([H])C(=O)C([H])([H])C3([H])C([H])([H])C2([H])[H])=C(O)C([H])=C1[H])C([H])([H])[H],1,1,0
556931259,C26H23O3,[H]OC1=C([H])C(=C(C([H])=C([H])C([H])C([H])=C([H])C(=C([H])C2=C([H])C([H])C([H])=C([H])C2[H])C([H])([H])C([H])([H])C([H])=C=C=O)C([H])([H])[H])C([H])C([H])=C1O,1,1,0
4090287543,C58H37O3,[H]C1C(=O)C([H])=C([H])C(C(C2=C=C([H])C([H])=C3C([H])=C([H])C4C([H])=C(C5=C([H])C(C([H])([H])C6=C7C(C8=C6C6=C([H])C9=C([H])C([H])C([H])=C(C=O)C9([H])C9([H])C([H])C([H])=C(C([H])([H])[H])C(=C8[H])C69[H])C([H])([H])C6=C7C([H])=C([H])C([H])=C6[H])=C(O)C([H])=C5[H])C([H])=C4C3=C2[H])=C([H])[H])=C1[H],1,0,1
1909054191,C33H25O4,[H]OC1=C([H])C([H])=C(C([H])=C(C([H])[H])C2=C([H])C([H])C(=O)C([H])(C3([H])C(=O)C4=C([H])C5=C(C([H])=C([H])C(=O)C5[H])C([H])=C(C([H])=C([H])C([H])=C([H])[H])C4=C3[H])C2([H])[H])C([H])=C1[H],1,1,0
873483881,C16H16O2,[H]C1C(=O)C([H])([H])C(C([H])([H])[H])C(C(C2=CC([H])=C(O)C([H])=C2[H])(C([H])([H])[H])C([H])([H])[H])=C1[H],1,1,0
