C1H2O3N1,C3H4O8N3,C4H5O11N4,C4H5O7N2,C4H5O9N3,C4H6O11N4,C4H6O13N5,C4H6O5N1,C4H6O7N2,C4H6O9N3,C4H7O13N5,C8H11O20N7,C8H11O22N8,C8H12O16N5,C8H12O18N6,C8H12O20N7,C8H12O22N8,H1,H1O2N1,O2N1
0,0,0,0,2,77,0,0,4,17,0,0,0,0,0,0,0,0,2,25
0,0,0,0,2,77,0,0,4,17,0,0,0,0,0,0,0,0,2,25
0,0,0,0,2,76,1,0,4,17,0,0,0,0,0,0,0,0,2,24
0,0,0,0,2,75,2,0,4,17,0,0,0,0,0,0,0,0,2,23
0,0,0,0,2,76,1,0,4,17,0,0,0,0,0,0,0,0,2,24
0,0,0,0,2,74,1,0,4,17,0,0,0,0,0,0,1,0,2,24
0,0,0,0,2,76,1,0,4,17,0,0,0,0,0,0,0,0,2,24
0,0,0,0,2,76,1,0,4,17,0,0,0,0,0,0,0,0,2,24
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,77,0,0,4,17,0,0,0,0,0,0,0,0,2,25
0,0,0,0,2,77,0,0,4,17,0,0,0,0,0,0,0,0,2,25
0,0,0,0,2,77,0,0,4,17,0,0,0,0,0,0,0,0,2,25
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,77,0,0,4,17,0,0,0,0,0,0,0,0,2,25
0,0,0,0,2,77,0,0,4,17,0,0,0,0,0,0,0,0,2,25
0,0,0,0,2,77,0,0,4,17,0,0,0,0,0,0,0,0,2,25
0,0,0,0,2,76,0,0,5,17,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,73,0,0,4,19,0,0,0,0,0,0,1,0,2,27
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,75,0,0,4,17,0,0,0,0,0,0,1,0,2,25
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,77,0,0,4,17,0,0,0,0,0,0,0,0,2,25
0,0,0,0,2,77,0,0,4,17,0,0,0,0,0,0,0,0,2,25
0,0,0,0,2,75,0,0,4,17,0,0,0,0,0,0,1,0,2,25
0,0,0,0,2,77,0,0,4,17,0,0,0,0,0,0,0,0,2,25
0,0,0,0,2,77,0,0,4,17,0,0,0,0,0,0,0,0,2,25
0,0,0,0,2,77,0,0,4,17,0,0,0,0,0,0,0,0,2,25
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,74,0,0,4,20,0,0,0,0,0,0,0,0,2,28
0,0,0,0,2,74,0,0,4,20,0,0,0,0,0,0,0,0,2,28
0,0,0,0,2,74,0,0,3,19,0,0,0,0,1,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,74,0,0,4,20,0,0,0,0,0,0,0,0,2,28
0,0,0,0,1,74,0,0,4,19,0,1,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,74,0,0,4,20,0,0,0,0,0,0,0,0,2,28
1,1,0,0,2,74,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,74,0,0,4,20,0,0,0,0,0,0,0,0,2,28
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,74,0,0,4,20,0,0,0,0,0,0,0,0,2,28
0,0,0,0,2,74,0,0,4,18,0,0,0,0,0,1,0,0,2,27
0,0,0,0,2,74,0,0,4,18,0,0,0,0,0,1,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,74,0,0,4,20,0,0,0,0,0,0,0,0,2,28
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
1,1,0,0,2,74,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,75,0,0,4,18,1,0,0,0,0,0,0,0,1,26
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,75,1,0,4,18,0,0,0,0,0,0,0,0,2,25
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,76,0,0,4,18,0,0,0,0,0,0,0,0,2,26
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,74,0,0,4,20,0,0,0,0,0,0,0,0,2,28
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,73,0,0,4,19,0,0,0,0,0,0,1,0,2,27
0,0,0,0,2,75,0,0,4,19,0,0,0,0,0,0,0,0,2,27
0,0,0,0,2,74,0,0,5,19,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,74,0,0,4,20,0,0,0,0,0,0,0,0,2,28
0,0,0,0,2,74,0,0,4,20,0,0,0,0,0,0,0,0,2,28
0,0,0,0,2,74,0,0,4,20,0,0,0,0,0,0,0,0,2,28
0,0,0,0,2,74,0,0,4,20,0,0,0,0,0,0,0,0,2,28
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,73,0,0,5,20,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,71,0,0,4,21,0,0,0,0,0,0,1,0,2,29
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,73,0,0,4,21,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,72,1,0,4,21,0,0,0,0,0,0,0,0,2,28
0,0,0,0,2,72,1,0,4,21,0,0,0,0,0,0,0,0,2,28
0,0,0,0,2,71,1,0,4,22,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,71,1,0,4,22,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,71,1,0,4,22,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,71,1,0,4,22,0,0,0,0,0,0,0,0,2,29
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,71,0,0,4,23,0,0,0,0,0,0,0,0,2,31
0,0,0,0,2,71,0,0,4,23,0,0,0,0,0,0,0,0,2,31
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,71,0,0,4,23,0,0,0,0,0,0,0,0,2,31
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,1,1,72,0,0,4,22,0,0,0,0,0,0,0,0,2,31
0,0,1,0,2,71,0,0,5,21,0,0,0,0,0,0,0,1,2,31
0,0,1,0,2,71,0,0,4,22,0,0,0,0,0,0,0,1,2,30
0,0,0,0,2,72,0,0,4,22,0,0,0,0,0,0,0,0,2,30
0,0,0,0,2,72,0,0,3,21,0,0,0,1,0,0,0,0,2,30
0,0,0,0,2,70,0,0,4,24,0,0,0,0,0,0,0,0,2,32
0,0,0,0,2,71,0,0,4,23,0,0,0,0,0,0,0,0,2,31
0,0,0,0,2,70,0,0,4,24,0,0,0,0,0,0,0,0,2,32
